Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution
2156.19060276,1,29,48.7258252232,49.7595181087,45.9495539078,47.54553904,46.5883104583,38.9178504221,-6.74424611908,-5.78567923729,-6.48527956325,-6.64451515673,-6.84917489085,-0.995698090481,-0.77584852728,0,-1.42893321124,-0.879250375023,-1.79096267552,27.3118993191,1.17609431258,1.52520100663,1.49134664543,1.56680067056,-3.33350751595,-7.16510537958,-6.67902678881,-3.46927973703,0
1981.27249476,1,29,47.9417839143,48.9867929849,45.8289562361,47.235209413,45.5441975391,38.6609145758,-6.66921828048,-5.87587136742,-5.98012359499,-6.40867394662,-6.68682189029,-0.964362814728,-0.744066573895,0,-1.42893321124,-0.823268463912,-1.76377148035,27.3137348352,1.1760946096,1.5251148069,1.49134087899,1.55825113574,-3.3332215797,-6.69497295842,-6.55934169262,-3.4685303039,0
1771.45405202,1,29,46.7860400197,47.81248035,45.6671651156,46.766770634,44.2246161835,38.2791908702,-6.23063534309,-5.98643806236,-5.15766508977,-5.71775033369,-6.37561909539,-0.97756651607,-0.498646227833,0,-1.42893321124,-0.878337418381,-1.77331773025,27.053481474,1.1760954323,1.52506425865,1.49133043864,1.49116312673,-3.33388725318,-6.00164504851,-6.38413537509,-3.46723208574,0
1818.05522735,1,29,47.0642692671,48.1027075992,45.7052487571,46.8821268332,44.4875754789,38.3730090025,-6.37799016436,-5.96184193286,-5.36314740679,-5.92373760786,-6.46207784498,-0.97655275108,-0.544622246069,0,-1.42893321124,-0.868443400308,-1.77279560954,26.9960742029,1.17609517649,1.52507179206,1.49133326201,1.5128929403,-3.3335440855,-6.17083454188,-6.4268666608,-3.46773901008,0
1983.26750378,1,29,47.9519489205,48.9969337662,45.8304232339,47.2392682594,45.5571869897,38.66423469,-6.67170709233,-5.87482515545,-5.98716164647,-6.41338169415,-6.6892107345,-0.963982533451,-0.744242008296,0,-1.42893321124,-0.823368154785,-1.76345021706,27.313906043,1.17609460407,1.52511544129,1.4913409619,1.55856229622,-3.33322045442,-6.70103108159,-6.56087469905,-3.46853766015,0
1797.2803052,1,29,46.9453834257,47.9811721076,45.6888734355,46.833713164,44.3573775268,38.3336407902,-6.32610814262,-5.97282679937,-5.2777354248,-5.84567472449,-6.42843890087,-0.975991124247,-0.501908961106,0,-1.42893321124,-0.879200871394,-1.77203533521,26.9396108983,1.17609526889,1.52506765141,1.49133214797,1.50430772152,-3.33363193135,-6.09942901729,-6.40883683775,-3.4675927136,0
2019.55758188,1,29,48.1266810794,49.170278114,45.8563575814,47.3087664609,45.7851688856,38.721359039,-6.70246075527,-5.85592966257,-6.10661282574,-6.48114063609,-6.72772271014,-0.96013722699,-0.749867174931,0,-1.42893321124,-0.835043731491,-1.76016563432,27.316183547,1.17609452204,1.52512966698,1.49134232252,1.56211127364,-3.3332354282,-6.80538807964,-6.58734243756,-3.46867309477,0
1965.70099261,1,29,47.8624437136,48.9076418655,45.8175059817,47.2035291874,45.4428119034,38.6350003244,-6.64979253422,-5.8840372914,-5.92518999194,-6.37192889942,-6.66817641437,-0.967330997157,-0.742697268236,0,-1.42893321124,-0.822490353827,-1.76627901391,27.3123985193,1.17609465283,1.52510985532,1.49134023181,1.55582245703,-3.33323036275,-6.64768792013,-6.54737622651,-3.46847288671,0
1863.17794999,1,29,47.319447,48.3620469162,45.7404599709,46.9855019951,44.7780197125,38.4570660017,-6.48252469412,-5.9379713005,-5.54500478609,-6.08516146496,-6.53224555498,-0.978370950737,-0.65051047241,0,-1.42893321124,-0.841331623094,-1.77503314852,27.1671528097,1.17609498857,1.52508124725,1.4913355963,1.53088931009,-3.33339174086,-6.32355298407,-6.46542499,-3.46800971728,0
2049.02466289,1,29,48.2614937329,49.3033059024,45.8768942387,47.3621873215,45.9645200281,38.7654716502,-6.7173461144,-5.84068093334,-6.19764932044,-6.52374093647,-6.75556066228,-0.959149114559,-0.75612558617,0,-1.42893321124,-0.851375351631,-1.75927655524,27.3174515018,1.17609446843,1.52514308388,1.49134332474,1.56352637931,-3.33327220889,-6.88606560284,-6.60784860815,-3.46878419227,0
1884.51155559,1,29,47.4400926701,48.4846601449,45.7571075068,47.0343768149,44.9153390578,38.4968073728,-6.53194765221,-5.92668548647,-5.63098527174,-6.16148117045,-6.5654201988,-0.979230578705,-0.700573445716,0,-1.42893321124,-0.828513425776,-1.77609103624,27.2480371914,1.17609489972,1.52508571758,1.49133669993,1.53939782716,-3.33331971372,-6.39575684996,-6.48365501115,-3.46813770514,0
1715.30538823,1,29,46.4396127129,47.445728862,45.6199692196,46.6212313806,43.9359807405,38.1608117064,-6.02306864398,-6.0160302074,-4.89662107278,-5.43963087284,-6.26078395149,-0.980991563644,-0.491552743837,0,-1.42893321124,-0.876460191647,-1.7761057757,27.3010466408,1.17609578758,1.52505688248,1.4913267224,1.46258556154,-3.33444234646,-5.78905365363,-6.33043210994,-3.46644804739,0
1957.90523675,1,29,47.8227226366,48.8680154508,45.8117734976,47.1876687199,45.3920539446,38.6220265486,-6.64006717992,-5.88812550004,-5.89768789524,-6.3535327669,-6.65884169657,-0.968816995447,-0.742011735619,0,-1.42893321124,-0.822100798843,-1.76753439179,27.3117295027,1.17609467447,1.52510737636,1.49133990781,1.55460655722,-3.33323475992,-6.62401502006,-6.54138580557,-3.46844414123,0
1858.50052296,1,29,47.2929952445,48.3351637705,45.7368099721,46.974786113,44.7479122272,38.4483526427,-6.4716886318,-5.94044573322,-5.52615342759,-6.06842824791,-6.52497196146,-0.978182475935,-0.639534085732,0,-1.42893321124,-0.844142033283,-1.77480120495,27.1494187801,1.17609500805,1.52508026713,1.49133535432,1.52902380417,-3.33340753292,-6.30772217141,-6.46142802881,-3.46798165574,0
2182.68362866,1,29,48.8347938974,49.866114444,45.9670616273,47.5884152008,46.7361348964,38.9537153499,-6.74478818721,-5.77218401739,-6.54664120801,-6.66671249234,-6.87060724752,-1.01373631393,-0.780043077427,0,-1.42893321124,-0.879072542299,-1.80662736138,27.3082473717,1.17609428282,1.52521737316,1.49134739364,1.5671902533,-3.33358846043,-7.23086579112,-6.69586087453,-3.46942276497,0
1945.3147494,1,29,47.7585713567,48.8040170544,45.8025152847,47.1620533698,45.3100776169,38.6010733322,-6.62436030655,-5.89472813615,-5.85327080384,-6.32382220671,-6.64376571826,-0.971216947805,-0.7409045704,0,-1.42893321124,-0.821471650474,-1.76956188209,27.3106490116,1.17609470942,1.52510337271,1.49133938453,1.55264282576,-3.33324186155,-6.58578224903,-6.53171101324,-3.46839771601,0
2198.93868441,1,29,48.9016526956,49.9315176704,45.9778036603,47.6147222895,46.8268340295,38.975720628,-6.74512077842,-5.76390389293,-6.58429024668,-6.6803318852,-6.88375728005,-1.02480384276,-0.782616684788,0,-1.42893321124,-0.878963431287,-1.81623858295,27.3060066836,1.17609426456,1.52522741501,1.49134785271,1.56742928561,-3.3336381247,-7.27121373627,-6.70618959285,-3.46951052117,0
1807.35341405,1,29,47.0037484409,48.0411997648,45.6968976689,46.8576092151,44.418690452,38.3530730975,-6.3531975775,-5.96750336098,-5.32001606173,-5.88545250716,-6.4454360803,-0.976121526364,-0.519508601272,0,-1.42893321124,-0.874873534859,-1.77226492958,26.955499273,1.17609522106,1.52506954956,1.49133270838,1.50862471847,-3.33358021727,-6.13461411546,-6.41772173301,-3.46767480611,0
1832.6274108,1,29,47.1466777859,48.1864600831,45.7166200626,46.915511384,44.5813731579,38.4001548381,-6.41174912782,-5.95413301785,-5.42187744209,-5.97586872766,-6.48473819619,-0.977139930608,-0.578818379846,0,-1.42893321124,-0.859687771919,-1.77351821284,27.0513232814,1.1760951158,1.52507484557,1.49133401585,1.51870478823,-3.33349488647,-6.22015428648,-6.43931890246,-3.46782643377,0
2177.80329857,1,29,48.8147205732,49.8464781327,45.9638364974,47.5805169026,46.7089038789,38.9471086042,-6.74468833182,-5.77466999721,-6.53533766411,-6.66262347943,-6.86665915282,-1.01041345889,-0.779270391461,0,-1.42893321124,-0.879105301199,-1.80374174016,27.3089201038,1.1760942883,1.52521435825,1.49134725581,1.56711848753,-3.33357354949,-7.21875194213,-6.69275983597,-3.46939641753,0
1812.5294388,1,29,47.033019863,48.0709485619,45.7009367451,46.8694673736,44.4520072922,38.3627152707,-6.36518872699,-5.96476516221,-5.34087691054,-5.90396942789,-6.453485014,-0.976330091935,-0.531655033213,0,-1.42893321124,-0.87176354456,-1.77252159754,26.9751236895,1.1760951995,1.52507063416,1.49133297615,1.51068908095,-3.33356274182,-6.15213243858,-6.42214475659,-3.46770585892,0
1858.62441448,1,29,47.2936958751,48.3358758273,45.73690665,46.9750699458,44.7487096875,38.4485834344,-6.47197564777,-5.94038019264,-5.52665274559,-6.06887146246,-6.52516461793,-0.978187468088,-0.639824818488,0,-1.42893321124,-0.844067593641,-1.77480734847,27.1498885033,1.17609500753,1.52508029309,1.49133536073,1.52907321603,-3.33340711463,-6.30814148387,-6.46153389676,-3.46798239901,0
1821.04479865,1,29,47.0811758717,48.1198899263,45.707581649,46.8889758751,44.5068186383,38.3785781344,-6.38491601928,-5.96026040247,-5.37519622767,-5.93443262143,-6.46672675267,-0.976673214501,-0.551637789114,0,-1.42893321124,-0.866647130348,-1.77294385596,27.0074088845,1.17609516404,1.5250724185,1.49133341666,1.51408527594,-3.33353399202,-6.18095278488,-6.42942131327,-3.46775694558,0
2011.71543357,1,29,48.0908030492,49.1348750945,45.8508921092,47.2945494331,45.7374377154,38.7096192389,-6.69849927724,-5.8599878452,-6.08238505467,-6.46980331112,-6.72031412599,-0.960400195834,-0.748201608223,0,-1.42893321124,-0.830697356389,-1.76040224717,27.3158461029,1.1760945363,1.5251260963,1.4913420558,1.56173466801,-3.33322563966,-6.78391716768,-6.58188507886,-3.46864352811,0
2199.128113,1,29,48.9024318359,49.9322798481,45.9779288427,47.6150288596,46.8278909935,38.9759770669,-6.74512465428,-5.76380740035,-6.58472899044,-6.68049059905,-6.88391052419,-1.02493281841,-0.782646676369,0,-1.42893321124,-0.87896215976,-1.8163505875,27.3059805717,1.17609426435,1.52522753203,1.49134785806,1.56743207117,-3.33363870347,-7.27168393178,-6.70630995876,-3.46951154384,0
1972.14950291,1,29,47.8953002804,48.9404201295,45.8222477903,47.2166486835,45.4847979821,38.6457320005,-6.65783717394,-5.88065559807,-5.94793923613,-6.38714585235,-6.67589792654,-0.966101805858,-0.743264328598,0,-1.42893321124,-0.822812586765,-1.7652405877,27.3129519179,1.17609463493,1.52511190588,1.49134049982,1.55682822767,-3.33322672549,-6.66726972112,-6.55233139594,-3.46849666447,0
2030.70712761,1,29,48.1776905379,49.2206122278,45.8641280966,47.3289794683,45.8530305025,38.7380500569,-6.70809297219,-5.85015995624,-6.1410585708,-6.49725943649,-6.73825583761,-0.959763351996,-0.752235188316,0,-1.42893321124,-0.841223174424,-1.75982923087,27.3166633068,1.17609450175,1.52513474357,1.49134270173,1.56264671131,-3.33324934502,-6.83591427032,-6.59510141737,-3.46871513105,0
2093.62442134,1,29,48.4655387748,49.5046494704,45.9079773974,47.4430422075,46.2359760855,38.8322380804,-6.73987577798,-5.81760129269,-6.33543716823,-6.5882184158,-6.79769466058,-0.95765356175,-0.765597974338,0,-1.42893321124,-0.876093996582,-1.75793089388,27.3193706088,1.17609438729,1.52516339097,1.49134484166,1.56566820568,-3.33332787812,-7.00817467927,-6.63888562382,-3.46895234336,0
2335.29802002,1,29,49.3951896625,50.4091217212,46.0615496489,47.8062922032,47.5076369211,39.1399871506,-6.71530633914,-5.69589472471,-6.86144388942,-6.73737617766,-6.9309738123,-1.02601402046,-0.793465159359,0,-1.4264337425,-0.843000869536,-1.81982570046,27.2910636603,1.17609419801,1.52534304389,1.49135097849,1.56798139655,-3.33447222457,-7.57367556129,-6.78476963061,-3.47085114372,0
1870.71824954,1,29,47.3620888538,48.4053841978,45.746343993,47.002776655,44.8265548274,38.4711124713,-6.4999930919,-5.93398236305,-5.57539433344,-6.11213643825,-6.54397103433,-0.97867478369,-0.668205081671,0,-1.42893321124,-0.836801069313,-1.7754070558,27.1957411542,1.17609495716,1.52508282728,1.49133598637,1.53389662018,-3.33336628308,-6.34907322607,-6.47186833685,-3.46805495421,0
1952.14374957,1,29,47.7933666025,48.8387293771,45.8075368804,47.1759469726,45.3545410551,38.6124382234,-6.63287961466,-5.89114690836,-5.87736235141,-6.33993702539,-6.65194283291,-0.969915228926,-0.741505089765,0,-1.42893321124,-0.821812896544,-1.76846218426,27.3112350631,1.17609469046,1.52510554426,1.49133966835,1.55370794121,-3.33323800967,-6.60651946061,-6.536958559,-3.46842289675,0
2079.45138024,1,29,48.4006967472,49.4406659251,45.8980997007,47.4173479064,46.1497119891,38.8110208498,-6.73271623588,-5.8249356081,-6.29165054474,-6.56772857467,-6.78430519592,-0.958128822876,-0.762587811244,0,-1.42893321124,-0.868238833613,-1.75835852206,27.3187607494,1.17609441307,1.52515693772,1.49134435961,1.56498756986,-3.33331018739,-6.9693705014,-6.6290225906,-3.46889890782,0
2053.2692132,1,29,48.2809126597,49.3224677305,45.8798524168,47.3698822652,45.9903544481,38.7718257983,-6.71949025809,-5.83848444844,-6.21076256302,-6.52987724559,-6.75957054668,-0.95900678309,-0.757027071503,0,-1.42893321124,-0.853727820246,-1.75914848891,27.3176341429,1.17609446071,1.5251450165,1.49134346911,1.56373021651,-3.33327750692,-6.89768669981,-6.61080239487,-3.46880019518,0
1977.01095691,1,29,47.9200704492,48.9651312667,45.8258225825,47.226539313,45.5164507796,38.6538224814,-6.66390193063,-5.87810618034,-5.96508961647,-6.3986177293,-6.68171908128,-0.96517513339,-0.743691828553,0,-1.42893321124,-0.823055514284,-1.76445773073,27.3133691184,1.17609462143,1.52511345178,1.49134070187,1.557586466,-3.3332239834,-6.68203220429,-6.5560670383,-3.46851459023,0
1941.61476545,1,29,47.7397191312,48.7852097571,45.7997945608,47.1545257514,45.2859871199,38.5949157815,-6.61974450592,-5.89666846197,-5.84021789168,-6.31509112324,-6.63933531964,-0.971922225128,-0.740579206224,0,-1.42893321124,-0.821286761771,-1.77015770347,27.3103314862,1.17609471969,1.52510219616,1.49133923075,1.55206574128,-3.33324394851,-6.57454673166,-6.52886786862,-3.46838407297,0
2007.94924723,1,29,48.0735726498,49.1178728186,45.8482673199,47.2877217152,45.7145148536,38.703981208,-6.69659678013,-5.86193678462,-6.07074968423,-6.46435856857,-6.71675615854,-0.960526486441,-0.747401720954,0,-1.42893321124,-0.828610012727,-1.76051588033,27.3156840457,1.17609454316,1.52512438149,1.4913419277,1.56155380342,-3.33322093872,-6.77360577694,-6.57926418608,-3.46862932874,0
2044.85677531,1,29,48.24242554,49.2844901647,45.8739894895,47.3546313596,45.9391522152,38.7592322672,-6.71524069706,-5.84283774653,-6.18477292201,-6.51771545798,-6.75162320221,-0.959288875315,-0.755240382968,0,-1.42893321124,-0.849065372006,-1.7594023085,27.3172721596,1.17609447601,1.52514118616,1.49134318299,1.56332622371,-3.33326700655,-6.87465439972,-6.60494817109,-3.4687684784,0
2009.4135099,1,29,48.0802716892,49.1244831654,45.8492878167,47.2903762765,45.7234270762,38.7061732286,-6.69733645556,-5.86117905279,-6.0752734218,-6.46647544028,-6.7181394674,-0.960477385678,-0.747712710631,0,-1.42893321124,-0.829421554998,-1.76047170068,27.3157470522,1.17609454049,1.5251250482,1.4913419775,1.5616241221,-3.33322276641,-6.77761476195,-6.58028316792,-3.46863484934,0
1973.61656921,1,29,47.9027753033,48.9478773382,45.823326574,47.2196334303,45.4943500118,38.648173507,-6.65966736718,-5.879886247,-5.95311479578,-6.39060778044,-6.67765460674,-0.965822159078,-0.743393337487,0,-1.42893321124,-0.822885896269,-1.76500434087,27.3130778186,1.17609463086,1.5251123724,1.4913405608,1.5570570452,-3.333225898,-6.6717246726,-6.5534587202,-3.46850207402,0
1885.66246545,1,29,47.4466012882,48.4912749092,45.7580056116,47.037013524,44.9227471909,38.4989513487,-6.5346139324,-5.92607663699,-5.63562376515,-6.16559848205,-6.56720991149,-0.979276954097,-0.703274253577,0,-1.42893321124,-0.827821906958,-1.77614810739,27.2524007591,1.17609489492,1.52508595875,1.49133675946,1.53985684643,-3.33331582799,-6.39965211938,-6.48463848818,-3.46814460986,0
1965.70434156,1,29,47.8624607772,48.9076588885,45.8175084443,47.2035360009,45.4428337083,38.6350058977,-6.64979671209,-5.88403553516,-5.92520180645,-6.37193680214,-6.66818042443,-0.967330358793,-0.742697562731,0,-1.42893321124,-0.822490521174,-1.76627847461,27.3123988067,1.17609465282,1.52510985639,1.49134023195,1.55582297936,-3.33323036086,-6.64769808967,-6.54737879991,-3.46847289906,0
1891.0191545,1,29,47.4768944019,48.5220620604,45.762185668,47.0492855804,44.9572269242,38.508930073,-6.54702362176,-5.92324286395,-5.6572127424,-6.1847617186,-6.57553978571,-0.979492799454,-0.71584464538,0,-1.42893321124,-0.824603365353,-1.77641373411,27.2727101475,1.17609487262,1.52508708121,1.49133703658,1.54199326355,-3.33329774258,-6.41778190321,-6.48921589326,-3.46817674653,0
2069.51594347,1,29,48.3552418685,49.3958128506,45.8911753413,47.3993359566,46.0892400362,38.7961473691,-6.7276973287,-5.83007703304,-6.26095570475,-6.55336500094,-6.77491905369,-0.958461985451,-0.760477658253,0,-1.42893321124,-0.862732289576,-1.75865829349,27.3183332322,1.17609443115,1.52515241394,1.49134402169,1.56451043767,-3.33329778602,-6.94216840323,-6.62210851041,-3.46886144899,0
2067.86681957,1,29,48.3476970843,49.3883679563,45.8900260081,47.3963462605,46.0792026574,38.7936786088,-6.72686427023,-5.8309304275,-6.25586085132,-6.550980877,-6.77336110392,-0.95851728512,-0.760127406542,0,-1.42893321124,-0.861818291171,-1.75870805076,27.3182622711,1.17609443415,1.52515166306,1.4913439656,1.56443124134,-3.33329572759,-6.93765328918,-6.62096088347,-3.46885523142,0
1942.1600051,1,29,47.7424972462,48.7879812513,45.8001954941,47.1556350416,45.2895371608,38.5958231749,-6.62042470279,-5.89638253031,-5.84214140415,-6.31637775934,-6.63998819517,-0.971818293553,-0.74062715277,0,-1.42893321124,-0.821314007471,-1.77006990161,27.3103782776,1.17609471818,1.52510236954,1.49133925341,1.55215078201,-3.33324364097,-6.57620242791,-6.52928684211,-3.46838608344,0
2029.95728019,1,29,48.1742599667,49.217227076,45.8636055012,47.3276200702,45.8484665625,38.7369275253,-6.70771418516,-5.85054798993,-6.13874196943,-6.49617538866,-6.73754744656,-0.959788496446,-0.752075930822,0,-1.42893321124,-0.84080758446,-1.75985185522,27.3166310412,1.17609450312,1.52513440215,1.49134267623,1.56261070119,-3.33324840906,-6.83386127321,-6.59457959782,-3.46871230396,0
1968.3899249,1,29,47.8761444102,48.9213099111,45.8194832449,47.208999821,45.4603194699,38.6394752727,-6.6531470286,-5.88262717589,-5.93467608633,-6.37827414107,-6.67139616939,-0.96681844278,-0.742933723921,0,-1.42893321124,-0.82262472014,-1.76584600572,27.3126292782,1.17609464537,1.52511071038,1.49134034357,1.55624184833,-3.33322884607,-6.6558532381,-6.54944245801,-3.46848280168,0
2074.40722743,1,29,48.3776196184,49.4178943282,45.8945842511,47.4082033636,46.1190107952,38.8034696861,-6.73016817128,-5.82754587412,-6.27606698593,-6.56043628723,-6.77953991617,-0.958297967221,-0.761516501106,0,-1.42893321124,-0.865443199139,-1.75851071395,27.3185437018,1.17609442225,1.52515464103,1.49134418805,1.56474533313,-3.3333038913,-6.95556018355,-6.62551235972,-3.46887989023,0
2014.39268799,1,29,48.103051557,49.146961437,45.8527579831,47.2994030266,45.753732802,38.7136271243,-6.69985169804,-5.85860241012,-6.09065624574,-6.47367379433,-6.72284336465,-0.960310420116,-0.748770221012,0,-1.42893321124,-0.832181178356,-1.7603214692,27.315961304,1.17609453143,1.52512731531,1.49134214685,1.56186323853,-3.3332289814,-6.79124718639,-6.58374818283,-3.46865362196,0
2116.89116683,1,29,48.5641824029,49.6013943873,45.9235831672,47.481937059,46.3690294651,38.8646488195,-6.74344202175,-5.80569788414,-6.39425643758,-6.61158789612,-6.8173823908,-0.96894040681,-0.769626382051,0,-1.42893321124,-0.879514169946,-1.76772586896,27.3173165738,1.17609435672,1.52517672871,1.49134553554,1.56622276822,-3.33338744389,-7.06755717618,-6.65405530857,-3.46906757109,0
2166.90436553,1,29,48.7698920856,49.8026255987,45.9566340184,47.5628781321,46.6480905668,38.932354176,-6.74446533109,-5.78022177897,-6.51009417325,-6.65349174509,-6.85784212221,-1.00299273654,-0.777544800684,0,-1.42893321124,-0.879178459583,-1.79729746449,27.3104224739,1.17609430054,1.52520762524,1.491346948,1.56695821757,-3.33354024984,-7.19169884806,-6.68583448234,-3.46933757744,0
2093.27248706,1,29,48.4639286664,49.5030606792,45.9077321218,47.442404186,46.2338340404,38.8317112301,-6.73969799762,-5.81778341289,-6.33434989177,-6.58770962749,-6.79736218348,-0.957665363077,-0.765523228235,0,-1.42893321124,-0.875898943091,-1.75794151242,27.3193554652,1.17609438793,1.52516323073,1.49134482969,1.56565130464,-3.33332743884,-7.00721112315,-6.6386407124,-3.46895101649,0
