,Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution
1411,1368.58760026,1.0,29,46.1850172026,44.1483419213,45.4829252291,47.2829925554,44.8774058719,37.1527469977,-5.17872938722,-8.4954689403,-4.11635591064,-3.94915960775,-5.67367004484,-1.04611944294,-0.462500043751,0.0,-1.56460116896,-0.801885235868,-1.82178204525,27.2653847286,1.1763548679,1.52342345269,1.49122440704,1.42324605062,-3.58313829344,-3.86030249534,-4.02782006974,-3.30137816639,62.3802971633
1412,940.624379514,1.0,29,42.5257731756,30.3065892806,41.6046151881,43.6285514626,42.0362755135,28.2364560729,-5.02631387946,-16.0511957569,-3.97439058008,-3.75548003656,-6.05396508927,-0.808077813469,-0.423225112287,-1.68638932197,-1.70092721532,-0.773840380207,-0.8124228028,27.0199678445,1.23661435608,1.49428254843,1.49044785884,1.42324577931,-10.4963904416,-3.33228437262,-3.87602718099,-3.09395157875,57.8066662196
1413,1176.908991,1.0,29,44.9601609199,39.6633025016,44.3826483214,46.0570901914,44.0860071113,33.647872827,-4.95161410865,-11.1898569096,-3.8966330931,-3.6908409465,-5.72910124684,-1.03266545187,-0.430800268912,-0.365032496981,-1.62933113832,-0.786618204834,-1.77144054094,27.1048705061,1.17840376411,1.51900749485,1.49097769824,1.42324447262,-5.55469018504,-3.33734666015,-3.90926752154,-3.09685516627,68.218951638
1414,1313.27101637,1.0,29,45.9428790211,43.2402247501,45.3870472676,47.0387807613,44.8047142967,36.6482562556,-5.0270710411,-9.0606472703,-3.96625772143,-3.78461104308,-5.64505729022,-1.04693108413,-0.469649946407,0.0,-1.60075957516,-0.806093190045,-1.81838456991,27.1881847859,1.17655928392,1.52249500602,1.49115430909,1.42324387833,-3.85442781902,-3.53983390403,-3.93166869797,-3.1909097868,58.6742561023
1415,1276.1129558,1.0,29,45.7108018476,42.4029721841,45.1852220349,46.8063909323,44.658631397,35.9872256537,-4.97960614265,-9.56993730425,-3.92030442478,-3.73084985966,-5.65274321457,-1.04420042848,-0.465489067254,0.0,-1.60964991198,-0.804725630158,-1.81035673099,27.1540458846,1.17683106965,1.52175378294,1.49110668103,1.42324356582,-4.21561691989,-3.43330106753,-3.90957775111,-3.14847434916,60.2186529845
1416,1293.28973735,1.0,29,45.835912137,42.8483624461,45.3138108103,46.9313683167,44.7511367872,36.3755294226,-4.98757395144,-9.30121723985,-3.92745441682,-3.7411214607,-5.64228024778,-1.04630401887,-0.469714556471,0.0,-1.60949490348,-0.806434957505,-1.81554330095,27.1652764189,1.17667089793,1.52212661282,1.4911288366,1.42324341579,-4.00269342177,-3.45462127144,-3.90887538308,-3.15993146436,58.4687528665
1417,1332.28777023,1.0,29,46.0261213668,43.5524175773,45.4200082255,47.1227359742,44.829704231,36.821690253,-5.07920819845,-8.86635007349,-4.01785852751,-3.84117960411,-5.65489379265,-1.04665205785,-0.467191950461,0.0,-1.58832902609,-0.80464657814,-1.81955255512,27.2147246082,1.17648900971,1.52281418773,1.49117840739,1.42324462512,-3.76116381447,-3.65000470438,-3.96472364897,-3.22888664357,59.9483201475
1418,1105.76188425,1.0,29,44.355458414,37.3028960586,43.6654246644,45.4547024516,43.584644663,31.7414995565,-4.97415141135,-12.5122286358,-3.9213174433,-3.7078062105,-5.82152072092,-1.02584485711,-0.381609518719,-1.48975623799,-1.68785581125,-0.754163929226,-1.72234624533,27.1066848253,1.18106264852,1.51563602228,1.49088277376,1.42324521821,-6.77352508772,-3.33278250293,-3.89872215659,-3.09423326287,68.9776030293
1419,1369.79358389,1.0,29,46.1902961744,44.1681402235,45.485015511,47.288316735,44.8789906562,37.1637456447,-5.18203576427,-8.48314721383,-4.11962827395,-3.95274701069,-5.67429384535,-1.04610174796,-0.46234416526,0.0,-1.56381286204,-0.801793496221,-1.82185611525,27.2670678019,1.17635041133,1.5234436942,1.49122593528,1.42324609798,-3.57722377912,-3.86728918629,-4.02991631236,-3.30378654103,62.4610943592
1420,1290.20165383,1.0,29,45.8134195052,42.7682891028,45.2906928079,46.9088995789,44.7345059434,36.3057192277,-4.98614147942,-9.34952838581,-3.92616897388,-3.73927480731,-5.64416130537,-1.04592583028,-0.468954887755,0.0,-1.60952277129,-0.806127650482,-1.81461084681,27.1632573662,1.17669969399,1.52205958456,1.49112485342,1.42324344276,-4.04097332551,-3.45078827339,-3.90900165651,-3.15787167636,58.7833541606
1421,1084.82068326,1.0,29,44.1506327797,36.4942832399,43.427628484,45.2504289926,43.4126837493,31.272748844,-4.98090237859,-12.9349081608,-3.92836783815,-3.71359039573,-5.85043197139,-0.958389487907,-0.391561309513,-1.59595130323,-1.69370089842,-0.746281595781,-1.57345221965,27.1015182856,1.18390767338,1.51384884437,1.49084320877,1.42324534258,-7.20088264539,-3.33239357113,-3.89545360739,-3.09401039997,69.2009019375
1422,1113.82565874,1.0,29,44.4239950681,37.5704232449,43.7467144048,45.5229767514,43.641468811,31.9575668692,-4.97159704568,-12.3623517414,-3.91851973243,-3.70588337668,-5.81104594784,-1.02661789962,-0.387184771672,-1.36228065907,-1.68122265656,-0.757842279225,-1.72791056617,27.1064791914,1.180761292,1.51601814316,1.49089353245,1.42324513371,-6.63538300077,-3.33329980204,-3.89991736253,-3.09453042798,68.891617892
1423,1100.78350931,1.0,29,44.3131455789,37.1377313906,43.6152383893,45.4125515876,43.5495628394,31.6081049417,-4.97572841354,-12.6047589234,-3.92304468079,-3.70899332055,-5.82798758674,-1.02536759978,-0.378167495441,-1.56845650751,-1.6919509569,-0.751893006915,-1.71891097126,27.1068117786,1.18124869858,1.51540011031,1.49087613162,1.42324527038,-6.85881059549,-3.33246313526,-3.897984266,-3.09404980048,69.0306881263
1424,1170.12506167,1.0,29,44.9025020881,39.438235999,44.3142605145,45.9996520743,44.0382018305,33.4660987236,-4.95376305716,-11.3159460331,-3.89898676417,-3.69245859698,-5.73791351214,-1.03201510311,-0.426109894447,-0.472275738742,-1.63491150923,-0.783523665617,-1.76675936349,27.1050435028,1.17865729071,1.51868602245,1.49096864712,1.42324454372,-5.67090699578,-3.33691146438,-3.90826201318,-3.09660516584,68.2912896101
1425,1272.83494383,1.0,29,45.6869258365,42.3179740367,45.1606821906,46.7825402848,44.6409776953,35.913121876,-4.97808556835,-9.62121976281,-3.91893992239,-3.72888963032,-5.6547399641,-1.04379897991,-0.464682676127,0.0,-1.60967949376,-0.804399422627,-1.80936692749,27.1519026528,1.17686163677,1.52168263219,1.49110245286,1.42324359445,-4.25625117803,-3.42923232605,-3.90971179082,-3.14628787665,60.5526034116
1426,1181.89570298,1.0,29,45.0025446143,39.8287437631,44.4329186411,46.0993116435,44.1211476847,33.7814908315,-4.95003446553,-11.0971716658,-3.89490296308,-3.68965184845,-5.72262355126,-1.03314350844,-0.434248056385,-0.286200431816,-1.62522913472,-0.788892930152,-1.7748815679,27.1047433402,1.17821740248,1.5192438019,1.49098435151,1.42324442037,-5.46926185365,-3.33766656265,-3.91000664784,-3.09703893589,68.1657776418
1427,1227.31824266,1.0,29,45.3553964612,41.1377357364,44.8199351858,46.4513630941,44.3958479431,34.8841569001,-4.95697169608,-10.3333002441,-3.89999318023,-3.70167094596,-5.68246574798,-1.03822468214,-0.453485565104,0.0,-1.61009025031,-0.799869881289,-1.79562305152,27.1221428942,1.17728607532,1.52069467142,1.49104374287,1.42324399203,-4.82047650802,-3.37273598257,-3.91157299373,-3.11592770193,65.1896584115
1428,1064.82266166,1.0,29,43.9453032736,35.6808170651,43.1908672549,45.045579978,43.2396261187,30.8585918404,-4.98739184746,-13.350678347,-3.93502271035,-3.71940068166,-5.87866050591,-0.870247995135,-0.409920699709,-1.61585635264,-1.69515725873,-0.73935969282,-1.38252957594,27.0945180395,1.18737216876,1.51185404083,1.49080121172,1.42324542688,-7.63386272638,-3.33236814268,-3.89227258323,-3.09399653151,69.4141435941
1429,1162.78064186,1.0,29,44.8400794645,39.1945744273,44.2402224843,45.9374684008,43.9864468616,33.2693063836,-4.9560895525,-11.4524526818,-3.90153489633,-3.69420989829,-5.74745384973,-1.03131102232,-0.421031999688,-0.588379452681,-1.64095293224,-0.780173454544,-1.76169142561,27.1052307925,1.17893176376,1.51833798988,1.4909588482,1.42324462068,-5.79672567793,-3.33644031259,-3.90717342939,-3.09633451029,68.3696041694
1430,1243.93368037,1.0,29,45.4764180982,41.568570473,44.9443216305,46.5722561694,44.4853302216,35.2597707523,-4.96467911381,-10.0733620549,-3.90690950778,-3.71160686713,-5.67234471497,-1.04025952638,-0.457572963706,0.0,-1.60994030755,-0.80152334716,-1.80064012238,27.1330064102,1.17713113808,1.52105531708,1.49106517439,1.4232438469,-4.61451143182,-3.393359434,-3.91089357936,-3.12701039419,63.4969457032
1431,1197.27317845,1.0,29,45.1332428026,40.3389133797,44.5879367395,46.2295095267,44.2295103308,34.1935273785,-4.94516333535,-10.8113590768,-3.8895677779,-3.68598503833,-5.70264834411,-1.03461768685,-0.444879965241,-0.0431067555526,-1.61257982594,-0.795907478597,-1.78549262942,27.1043511999,1.17764272093,1.51997249965,1.49100486814,1.42324425922,-5.20582733507,-3.3386530429,-3.91228588446,-3.0976056245,68.0018055045
1432,1284.59046699,1.0,29,45.7725493802,42.6227922313,45.2486863562,46.8680728703,44.7042869512,36.1788709592,-4.98353861324,-9.43731191416,-3.92383326616,-3.73591935492,-5.64757927173,-1.04523864457,-0.467574535479,0.0,-1.60957340834,-0.805569259779,-1.81291653562,27.1595886564,1.17675201773,1.52193779119,1.4911176158,1.42324349177,-4.11052963487,-3.44382354328,-3.90923110103,-3.15412894878,59.354998883
1433,1192.59705026,1.0,29,45.0934988613,40.1837761773,44.5407973699,46.1899177229,44.1965583924,34.0682314081,-4.94664459469,-10.8982716722,-3.89119015147,-3.68710007664,-5.70872259403,-1.03416940473,-0.441646913835,-0.117028979909,-1.6164263474,-0.79377442836,-1.78226591747,27.1044704456,1.17781747553,1.51975091035,1.49099862925,1.42324430822,-5.28593499515,-3.33835306466,-3.91159279263,-3.09743330047,68.0516677029
1434,1206.74215232,1.0,29,45.2055266728,40.6042021264,44.6658985142,46.3016525127,44.2850356084,34.4190072791,-4.94742704693,-10.6552003804,-3.89142819489,-3.68936658089,-5.69499935035,-1.03570478831,-0.448423845735,0.0,-1.61027593521,-0.7978222757,-1.78941005219,27.1086898216,1.17747794524,1.52024805798,1.49101720267,1.42324417175,-5.0755378605,-3.34719648086,-3.91241436137,-3.10220320781,67.2858661799
1435,1117.85217225,1.0,29,44.458217722,37.7040085564,43.787305103,45.5570684029,43.6698430171,32.0654565371,-4.9703215651,-12.2875131731,-3.91712274141,-3.70492324115,-5.80581554175,-1.02700390572,-0.389968682767,-1.29862782008,-1.67791049959,-0.759679002951,-1.7306890185,27.1063765114,1.18061081457,1.51620894895,1.49089890463,1.42324509151,-6.56640401599,-3.33355810686,-3.90051416901,-3.0946788125,68.8486826243
1436,1219.98954011,1.0,29,45.3020164904,40.9477040508,44.7650710727,46.3980398289,44.3563792867,34.7184819269,-4.95357212437,-10.4479532376,-3.89694254092,-3.69728843061,-5.68692991207,-1.03732715729,-0.451682703868,0.0,-1.61015638676,-0.799140574017,-1.79341013239,27.1173512372,1.17735441472,1.52053559858,1.4910342899,1.42324405604,-4.91132315355,-3.3636394337,-3.91187266841,-3.11103937118,65.9362765966
1437,1175.59583756,1.0,29,44.9489999998,39.6197367689,44.3694106122,46.0459719947,44.076753526,33.6126871289,-4.95203007689,-11.2142637626,-3.89708868913,-3.6911540723,-5.73080702175,-1.03253956499,-0.429892361258,-0.385791385371,-1.63041132104,-0.786019200243,-1.77053441354,27.1049039928,1.17845283881,1.518945268,1.49097594623,1.42324448639,-5.57718607162,-3.33726242006,-3.90907288703,-3.09680677412,68.2329539739
1438,1196.79509759,1.0,29,45.1291794372,40.3230523674,44.5831172757,46.2254617156,44.2261413704,34.1807172924,-4.94531477725,-10.8202449,-3.88973364712,-3.6860990383,-5.70326936699,-1.03457185511,-0.444549422552,-0.0506644611764,-1.61297308896,-0.795689398501,-1.78516273487,27.1043633914,1.17766058759,1.51994984467,1.49100423028,1.42324426423,-5.21401743105,-3.33862237354,-3.91221502371,-3.09758800633,68.0069033465
1439,1080.923634,1.0,29,44.1106198616,36.3357616711,43.3814904114,45.2105097087,43.3789597077,31.1920413482,-4.98216699268,-13.0159300204,-3.92966468468,-3.71472265626,-5.85593291503,-0.941213201855,-0.395139035824,-1.59983023484,-1.69398470189,-0.744932712507,-1.53624679189,27.1001541355,1.18458280562,1.51346011353,1.49083502473,1.42324535901,-7.28525822711,-3.33238861584,-3.89483371568,-3.0940076974,69.2424567101
1440,1254.43676413,1.0,29,45.5529192661,41.8409131826,45.0229497877,46.6486760699,44.5418944772,35.4972067933,-4.96955118853,-9.9090478417,-3.91128151222,-3.71788764131,-5.6659469264,-1.04154580845,-0.460156722896,0.0,-1.60984552453,-0.802568549269,-1.80381155346,27.1398735432,1.1770331979,1.5212832913,1.49107872186,1.42324375516,-4.48431513577,-3.40639609555,-3.9104641025,-3.13401607452,62.4269345685
1441,1268.15484613,1.0,29,45.6528374727,42.1966201069,45.1256460559,46.7484881332,44.6157730746,35.8073221037,-4.97591460731,-9.69443698066,-3.91699178901,-3.72609096304,-5.65759077213,-1.04322582198,-0.463531371831,0.0,-1.60972172838,-0.803933688172,-1.80795376088,27.1488427083,1.1769052782,1.52158104853,1.49109641621,1.42324363533,-4.31426570026,-3.42342328452,-3.90990316259,-3.14316619646,61.0293925879
1442,1161.94486162,1.0,29,44.8329758951,39.1668462293,44.231797105,45.9303920235,43.9805572499,33.2469118101,-4.956354303,-11.4679868646,-3.90182486866,-3.69440919287,-5.74853952101,-1.03123089933,-0.420454145452,-0.601591822399,-1.64164043406,-0.779792207245,-1.76111470445,27.1052521057,1.17896299824,1.51829838448,1.4909577331,1.42324462944,-5.81104359154,-3.33638669646,-3.90704955074,-3.09630371023,68.3785162091
1443,1231.83724056,1.0,29,45.3883114246,41.2549123829,44.8537652957,46.4842430918,44.4201849625,34.9863147993,-4.95906792762,-10.2626033324,-3.90187425434,-3.70437327663,-5.67971307135,-1.03877811065,-0.45459723884,0.0,-1.6100494695,-0.800319584086,-1.79698757366,27.1250975082,1.17724393613,1.52079275833,1.49104957172,1.42324395255,-4.76445898001,-3.37834506344,-3.91138820943,-3.11894192665,64.7292814228
1444,1170.30038829,1.0,29,44.9039922463,39.4440527091,44.3160279567,46.0011365283,44.0394373296,33.4707965673,-4.95370751886,-11.3126873346,-3.89892593494,-3.69241678977,-5.73768576438,-1.03203191099,-0.426231114388,-0.469504100866,-1.63476728786,-0.783603642145,-1.76688034574,27.1050390318,1.17865073846,1.51869433071,1.49096888104,1.42324454188,-5.66790344134,-3.33692271176,-3.90828799995,-3.09661162695,68.2894200782
1445,1155.66195829,1.0,29,44.779575447,38.9584019767,44.1684600684,45.8771959892,43.9362826204,33.0785626037,-4.95834454126,-11.5847636964,-3.90400470974,-3.69590737204,-5.75670095789,-1.03062858197,-0.416110177832,-0.700914631946,-1.64680866758,-0.776926214719,-1.7567792546,27.1054123257,1.17919780067,1.51800065436,1.49094935045,1.42324469528,-5.91867722858,-3.335983642,-3.90611830403,-3.09607217354,68.445511672
1446,1382.5869493,1.0,29,46.2462967807,44.3781653913,45.5071897254,47.3447969169,44.8958024298,37.280421946,-5.21711060989,-8.35243536593,-4.15434229364,-3.99080304684,-5.6809112718,-1.04591403531,-0.460690568619,0.0,-1.55545031195,-0.800820299909,-1.82264186774,27.28492225,1.17630313493,1.52365842108,1.49124214722,1.42324660038,-3.51448118387,-3.94140568994,-4.05215375993,-3.3293351604,63.3182105113
1447,1147.5204129,1.0,29,44.7103777927,38.6882946305,44.086386331,45.8082632195,43.8789104332,32.8604114346,-4.96092354245,-11.7360860751,-3.90682940307,-3.69784875059,-5.76727675468,-1.02984808387,-0.410481154478,-0.829619646192,-1.65350579559,-0.773212388957,-1.75116126879,27.1056199429,1.17950206361,1.51761484813,1.490938488,1.4232447806,-6.05815162375,-3.33546135382,-3.90491157095,-3.09577214243,68.532326091
1448,1140.83331276,1.0,29,44.6535419437,38.4664405736,44.018974645,45.7516449348,43.8317874923,32.6812318509,-4.96304181833,-11.8603754885,-3.90914947944,-3.69944331184,-5.77596323972,-1.02920701774,-0.40585772722,-0.935332171041,-1.65900651609,-0.770162019083,-1.74654690727,27.1057904704,1.17975197154,1.5172979642,1.49092956607,1.42324485068,-6.17270963496,-3.33503236974,-3.90392041453,-3.09552571033,68.6036315602
1449,1198.27053868,1.0,29,45.141719693,40.3720022236,44.5979909832,46.2379539681,44.2365385712,34.2202514573,-4.94484740107,-10.7928216966,-3.88922174571,-3.68574721447,-5.70135278183,-1.03471329987,-0.445569535065,-0.0273400606097,-1.61175941055,-0.796362431795,-1.78618084711,27.1043257662,1.17760544793,1.52001976191,1.49100619882,1.42324424877,-5.18874136329,-3.33871702455,-3.91243371236,-3.09764237909,67.9911705151
1450,1347.67704274,1.0,29,46.0934850794,43.8050590393,45.4466818191,47.1906765734,44.8499272885,36.9620413912,-5.1214000956,-8.70911543011,-4.0596163834,-3.8869576064,-5.66285396385,-1.04642625635,-0.465202821837,0.0,-1.57826962748,-0.803475910159,-1.82049774498,27.2362019099,1.17643214044,1.52307248493,1.49119790889,1.42324522946,-3.68569009309,-3.73916021866,-3.99147330629,-3.25961934394,60.979354095
1451,982.100687303,1.0,29,43.052447977,32.21878588,42.1765816395,44.1545667774,42.4850129021,29.1303545977,-5.0138192722,-15.1061971485,-3.9619590577,-3.74343328982,-5.99542518806,-0.651928471613,-0.4555023895,-1.68218992187,-1.70019428369,-0.734081019893,-0.77836184225,27.0561936388,1.21006128418,1.50204014639,1.49059959688,1.42324572401,-9.47718915207,-3.33228531209,-3.8801725049,-3.09395157789,66.39780618
1452,1056.0966671,1.0,29,43.8557092032,35.3258668823,43.0875581756,44.9561955667,43.1641136517,30.6778773759,-4.99022348108,-13.5320967122,-3.93792651653,-3.72193595863,-5.89097782628,-0.831788081314,-0.417931689114,-1.62454177946,-1.6957927312,-0.736339369667,-1.29922183752,27.0914635318,1.18888387669,1.51098362248,1.4907828866,1.42324546367,-7.8227905069,-3.33235704715,-3.89088456596,-3.0939904801,69.5071900751
1453,1453.40283398,1.0,29,46.2255356331,45.2343050948,45.4956080511,47.3164810443,44.7147916427,37.5503816061,-5.32963404132,-7.62351835566,-4.25496409103,-4.15483097775,-5.65363888084,-1.03907609942,-0.494038372629,0.0,-1.48513846,-0.78087437481,-1.81793984542,27.4445787909,1.17617012875,1.52446835724,1.49128482282,1.42327753551,-3.38646822306,-4.43554713561,-4.47068618147,-3.40843521461,65.5362975568
1454,1283.43570971,1.0,29,45.7641384903,42.5928496226,45.2400416154,46.8596709154,44.698068017,36.15276615,-4.98300295496,-9.45537737363,-3.9233525879,-3.73522881776,-5.648282674,-1.04509722482,-0.467290465124,0.0,-1.60958382922,-0.805454345458,-1.81256785392,27.1588336523,1.17676278572,1.52191272665,1.49111612633,1.42324350186,-4.12484401379,-3.44239023282,-3.90927831969,-3.1533587121,59.4726408229
1455,1401.11571572,1.0,29,46.3204929865,44.6759450907,45.5364985195,47.4194743989,44.9144251069,37.4415522965,-5.26620446147,-8.16301161587,-4.20270663152,-4.04494587673,-5.68916028676,-1.04552101635,-0.459183598069,0.0,-1.54283686131,-0.799106637704,-1.82359077457,27.3120518344,1.17623735259,1.52396150128,1.49126464386,1.42324791622,-3.42819192159,-4.05050186227,-4.09053295704,-3.36503546315,64.5067990737
1456,1228.03537576,1.0,29,45.3606198338,41.1563308438,44.8253037857,46.4565809178,44.3997100565,34.9003686383,-4.95730435324,-10.3220811428,-3.90029169342,-3.70209978678,-5.68202891761,-1.03831250734,-0.453661979886,0.0,-1.61008377869,-0.799941245952,-1.79583959156,27.1226117706,1.17727938813,1.52071023712,1.49104466787,1.42324398576,-4.81158692137,-3.37362610415,-3.91154366977,-3.11640603814,65.1165998301
1457,1202.76891039,1.0,29,45.1765868247,40.5011768151,44.6361540412,46.2727434075,44.2636377526,34.3291869124,-4.94558397569,-10.7173592794,-3.88977429668,-3.68699060866,-5.69741958829,-1.03521819695,-0.447446427998,0.0,-1.61031179096,-0.797426883171,-1.78821032236,27.1060920341,1.17751499532,1.52016181695,1.49101207776,1.42324420646,-5.12479019391,-3.34226480446,-3.91257682941,-3.09955300873,67.6906437869
1458,1246.20334428,1.0,29,45.4929496182,41.6274223714,44.9613127823,46.588770128,44.4975534745,35.3110794941,-4.96573194481,-10.0378545746,-3.90785427609,-3.71296411104,-5.67096218483,-1.04053748551,-0.458131301154,0.0,-1.60991982541,-0.801749210112,-1.80132545279,27.1344903633,1.17710997369,1.52110458117,1.49106810193,1.42324382707,-4.58637666295,-3.39617659141,-3.91080077156,-3.1285242867,63.2657216448
1459,1305.60180975,1.0,29,45.9093084784,43.1143214904,45.373754547,47.0049227285,44.794636185,36.5783126064,-5.00604481152,-9.13900477338,-3.94544779525,-3.7617976867,-5.64109035821,-1.04704361176,-0.470641223831,0.0,-1.60577265206,-0.806676589594,-1.81791353684,27.1774816248,1.17658762458,1.52236628424,1.49114459057,1.42324357716,-3.89203996497,-3.49540346978,-3.91833807114,-3.17559422013,58.1604428359
1460,1003.93407126,1.0,29,43.3201302216,33.2040316245,42.4699930707,44.4218698934,42.7127122368,29.5975952943,-5.00715053261,-14.6165865993,-3.95528500408,-3.73709143765,-5.96460879173,-0.601880885633,-0.46582009878,-1.67646186779,-1.6995914837,-0.718284362332,-0.801221540175,27.0732041751,1.19792062423,1.50578040124,1.49067334199,1.42324568357,-8.95217047398,-3.33229071989,-3.88258722131,-3.09395430577,70.0634070137
1461,1030.39646182,1.0,29,43.5918325777,34.2804510855,42.7832874676,44.6929364388,42.94171082,30.1456287252,-4.99856334017,-14.0664185241,-3.94647894162,-3.72940297433,-5.92725537146,-0.718514153344,-0.441526027912,-1.65012250271,-1.6976643543,-0.727443773362,-1.05386000948,27.0824672538,1.19333622925,1.50842002587,1.49072891461,1.42324557201,-8.37922939809,-3.3323243681,-3.88679651287,-3.09397265722,69.7812349011
1462,1133.7817144,1.0,29,44.5936081053,38.2324937704,43.9478885055,45.6919405197,43.7820959901,32.4922856066,-4.96527555648,-11.9914396274,-3.91159601777,-3.7011247889,-5.78512320477,-1.0285310086,-0.400982287742,-1.04680683869,-1.66480706802,-0.766945380672,-1.74168102769,27.1059702929,1.18001550137,1.51696380767,1.49092015782,1.42324492458,-6.29351193578,-3.33458000273,-3.90287523249,-3.0952658458,68.6788237239
1463,1192.37762814,1.0,29,45.091633921,40.1764965365,44.5385854074,46.1880599215,44.1950121594,34.062352034,-4.94671410114,-10.9023499492,-3.89126627955,-3.68715239857,-5.70900762146,-1.03414836959,-0.441495206491,-0.120497698118,-1.61660684114,-0.793674337348,-1.7821145076,27.1044760411,1.17782567569,1.51974051252,1.4909983365,1.42324431052,-5.28969395805,-3.33833898851,-3.91156027007,-3.09742521436,68.0540074312
1464,1280.94162722,1.0,29,45.7459723757,42.5281785984,45.2213704218,46.8415240987,44.68463616,36.0963841305,-4.98184602271,-9.49439574311,-3.92231440331,-3.73373737302,-5.6498019052,-1.0447917818,-0.466676920691,0.0,-1.60960633658,-0.805206149752,-1.81181475979,27.1572029697,1.17678604278,1.52185859145,1.49111290932,1.42324352364,-4.15576067697,-3.43929452206,-3.90938030409,-3.15169512975,59.7267277274
1465,1181.28306858,1.0,29,44.9973376345,39.8084187459,44.4267427627,46.0941245957,44.1168305467,33.7650754087,-4.95022853002,-11.1085583608,-3.89511551539,-3.68979793316,-5.72341935802,-1.03308477758,-0.433824484059,-0.295885217037,-1.62573307971,-0.788613472471,-1.77445882613,27.1047589629,1.17824029763,1.51921477078,1.49098353413,1.42324442679,-5.47975701243,-3.33762726155,-3.90991584368,-3.09701635917,68.1723102467
1466,1142.9642813,1.0,29,44.6716537416,38.5371384857,44.0404566297,45.7696874019,43.8468040919,32.7383307502,-4.96236679042,-11.8207683605,-3.90841014405,-3.69893517531,-5.77319513007,-1.02941130536,-0.40733106811,-0.901644913357,-1.65725360943,-0.771134076047,-1.7480173592,27.1057361286,1.17967233374,1.51739894515,1.49093240921,1.42324482835,-6.13620359891,-3.33516907348,-3.90423626492,-3.09560424049,68.5809087493
1467,1217.98352014,1.0,29,45.2874052702,40.8956883833,44.7500536115,46.3834441302,44.3455758857,34.6731332037,-4.95264159012,-10.4793361723,-3.89610751681,-3.69608884403,-5.68815184764,-1.03708148587,-0.451189222844,0.0,-1.61017448969,-0.798940947284,-1.79280440989,27.1160396599,1.17737312065,1.520492057,1.49103170242,1.42324407356,-4.93618979036,-3.36114951703,-3.91195469566,-3.10970133228,66.1406416905
1468,1076.68963908,1.0,29,44.0671473571,36.1635340519,43.3313631608,45.1671389342,43.3423198269,31.1043557419,-4.9835409475,-13.1039571707,-3.93107365881,-3.715952814,-5.86190947981,-0.922551824257,-0.39902609857,-1.60404454562,-1.6942930435,-0.743467202442,-1.49582451818,27.0986720385,1.18531631097,1.51303777235,1.49082613309,1.42324537686,-7.37692906827,-3.33238323211,-3.89416022705,-3.09400476116,69.2876043806
1469,1229.9740731,1.0,29,45.3747406972,41.2066008501,44.8398172565,46.4706867805,44.4101508922,34.9441954449,-4.95820365849,-10.2917514287,-3.90109869388,-3.70325911489,-5.68084799056,-1.03854993396,-0.45413889954,0.0,-1.61006628329,-0.800134173152,-1.79642498582,27.1238793309,1.17726130998,1.52075231743,1.49104716851,1.42324396883,-4.78755481628,-3.37603245847,-3.91146439537,-3.11769917205,64.9190932894
1470,1360.42263275,1.0,29,46.1492765577,44.0142998913,45.4687732265,47.2469458363,44.8666762804,37.0782819778,-5.15634395809,-8.57889171113,-4.09420076743,-3.92487152649,-5.66944667825,-1.0462392447,-0.463555400368,0.0,-1.56993830642,-0.80250634814,-1.82128056316,27.2539896825,1.17638504059,1.52328640994,1.49121406028,1.42324572998,-3.62318180311,-3.81299994244,-4.01362771057,-3.28507255483,61.8332694417
1471,1253.22433997,1.0,29,45.5440883488,41.8094752841,45.0138733412,46.6398545337,44.5353649787,35.4697983484,-4.96898878026,-9.92801546362,-3.9107768296,-3.71716261973,-5.66668545554,-1.04139732639,-0.459858466485,0.0,-1.60985646581,-0.802447896296,-1.8034454591,27.1390808352,1.17704450363,1.52125697508,1.49107715801,1.42324376575,-4.4993443537,-3.40489120767,-3.91051367919,-3.13320737335,62.5504513737
1472,1148.05764196,1.0,29,44.714943878,38.7061179686,44.0918020592,45.8128118261,43.8826962017,32.8748063858,-4.96075336415,-11.7261008971,-3.90664301249,-3.69772064654,-5.76657889879,-1.02989958592,-0.410852591938,-0.821126900564,-1.65306387804,-0.773457449942,-1.75153197792,27.1056062431,1.17948198648,1.51764030599,1.49093920477,1.42324477497,-6.04894824837,-3.3354958176,-3.9049911986,-3.09579194032,68.5265975436
1473,1178.31259225,1.0,29,44.9720905856,39.7098689692,44.3967978219,46.068974191,44.0958980681,33.6854820571,-4.95116948922,-11.1637689533,-3.89614611638,-3.69050625311,-5.72727798099,-1.03280000963,-0.431770711728,-0.342843771056,-1.62817655442,-0.787258467861,-1.77240908089,27.1048347129,1.17835130922,1.51907400779,1.49097957092,1.42324445792,-5.5306448194,-3.33743670256,-3.90947556215,-3.09690689159,68.2039848447
