,Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution
10,1404.97919974,1.0,29,46.3134766079,44.7172021924,45.5334771315,47.4118642419,44.8996742328,37.449593671,-5.27089125961,-8.12314857389,-4.20656792406,-4.05306526342,-5.68653561765,-1.04504480282,-0.46175900993,0.0,-1.53857353873,-0.797759459686,-1.82317322862,27.321844223,1.17623238543,1.52399895276,1.49126613488,1.42325010478,-3.4251089664,-4.07895277542,-4.11862239774,-3.36824226153,64.5828684971
11,1136.20683895,1.0,29,44.6142200312,38.3129507258,43.972335834,45.7124735443,43.7991854605,32.5572663601,-4.96450734863,-11.9463651855,-3.91075462553,-3.70054650989,-5.78197298904,-1.0287634958,-0.4026590066,-1.00846943788,-1.66281219251,-0.768051619054,-1.74335445879,27.1059084499,1.17992487048,1.51707872789,1.49092339343,1.42324489916,-6.25196665627,-3.33473557687,-3.90323468244,-3.09535521615,68.6529642872
12,1204.04052952,1.0,29,45.1858488996,40.5341496265,44.6456736329,46.2819956433,44.2704860451,34.3579335377,-4.94617384278,-10.6974655889,-3.89030361975,-3.68775102843,-5.69664500146,-1.03537392844,-0.447759246375,0.0,-1.61030031548,-0.797553426863,-1.78859429078,27.1069234449,1.1775031376,1.52018941803,1.49101371797,1.42324419535,-5.10902719469,-3.34384316646,-3.91252483221,-3.10040119364,67.5610964403
13,1247.92201859,1.0,29,45.5054679029,41.6719872278,44.9741791173,46.6012751144,44.5068093783,35.3499323904,-4.96652918777,-10.0109669839,-3.90856968995,-3.71399186684,-5.66991528136,-1.04074796654,-0.45855409513,0.0,-1.60990431557,-0.801920241979,-1.80184441057,27.1356140681,1.17709394723,1.52114188578,1.49107031877,1.42324381206,-4.56507196476,-3.39830984825,-3.91073049402,-3.12967066267,63.0906301485
14,1285.95409172,1.0,29,45.782481595,42.6581507281,45.2588947199,46.8779945341,44.7116307389,36.209697492,-4.98417115904,-9.41597885338,-3.92440088739,-3.73673479344,-5.64674864114,-1.04540564372,-0.467909987238,0.0,-1.60956110258,-0.805704959301,-1.81332828534,27.1604802224,1.17673930207,1.52196738928,1.49111937468,1.42324347986,-4.09362613369,-3.44551610467,-3.90917534166,-3.1550385025,59.2160783835
15,1090.59820149,1.0,29,44.209953396,36.7292972704,43.4960298662,45.3096107927,43.4626808759,31.392400662,-4.97902754189,-12.8147902871,-3.92644521569,-3.71191177804,-5.84227662102,-0.983853960939,-0.386257199249,-1.59020064507,-1.69328014939,-0.748281364627,-1.6286106287,27.1035406881,1.1829067651,1.51442515207,1.49085534191,1.42324531823,-7.07579275584,-3.33240091752,-3.89637261955,-3.09401440663,69.1392954654
16,1132.11177534,1.0,29,44.5794147476,38.1770911672,43.9310540921,45.6778014934,43.7703281927,32.4475399052,-4.96580454387,-12.0224778566,-3.91217539988,-3.70152299142,-5.78729244112,-1.02837091807,-0.399827700309,-1.07320594607,-1.6661807379,-0.766183625695,-1.7405287042,27.1060128779,1.18007790974,1.51688467369,1.49091792979,1.42324494208,-6.32211998619,-3.33447287449,-3.90262771552,-3.09520430543,68.696630514
17,1320.44337671,1.0,29,45.9742747106,43.3579714206,45.399478825,47.0704453158,44.8141395022,36.7136686353,-5.04673509534,-8.98736612475,-3.98571948538,-3.80594644587,-5.64876722623,-1.04682584656,-0.468722888469,0.0,-1.59607126833,-0.805547585789,-1.8188250873,27.1981945473,1.17653277929,1.52261538862,1.49116339801,1.42324415999,-3.81925235995,-3.58138593149,-3.94413570581,-3.205233141,59.1547821947
18,1191.43573221,1.0,29,45.0836284397,40.1452477994,44.5290902912,46.1800850847,44.1883747672,34.0371141105,-4.94701246596,-10.9198564453,-3.89159306851,-3.68737699679,-5.7102311361,-1.03405807372,-0.4408439844,-0.135387589888,-1.61738163233,-0.793244684596,-1.78146456244,27.1045000603,1.17786087589,1.51969587857,1.49099707982,1.42324432039,-5.30582976023,-3.33827856496,-3.91142066303,-3.09739050374,68.0640509972
19,1338.70653072,1.0,29,46.0542183114,43.6577926062,45.4311335993,47.1510735342,44.8381391302,36.8802297545,-5.09680615068,-8.80076857728,-4.03527544409,-3.86027329631,-5.65821392571,-1.04655787759,-0.466362298493,0.0,-1.58413331961,-0.804158300518,-1.81994678736,27.2236826441,1.17646528993,1.52292192173,1.49118654133,1.42324487719,-3.72968424059,-3.68719086066,-3.9758807484,-3.24170504307,60.3783573675
20,857.351513312,1.0,29,41.3268699305,26.7356050632,40.3600640451,42.4307258416,41.0092518348,26.2345753577,-5.05231115188,-17.7596196776,-4.00017052188,-3.78097362162,-6.16733277775,-0.926811629341,-0.3655439898,-1.69771006203,-0.975919211718,-0.884631681977,-0.692524390362,26.9500941315,1.29174406936,1.475709058,1.49000013627,1.42324584777,-12.244688771,-3.33228312267,-3.86961261651,-3.09395147134,40.6774580027
21,1339.79517119,1.0,29,46.058983635,43.6756645179,45.4330204951,47.155879667,44.8395697137,36.8901582244,-5.09979081463,-8.78964576454,-4.03822940387,-3.86351164211,-5.65877702994,-1.04654190434,-0.466221587103,0.0,-1.58342171558,-0.804075487211,-1.82001365029,27.2252019531,1.17646126698,1.52294019373,1.49118792087,1.42324491994,-3.72434521318,-3.69349774106,-3.97777302495,-3.24387908095,60.4512929323
22,1191.10338485,1.0,29,45.0808037109,40.1342217031,44.5257399456,46.1772711688,44.1860327677,34.0282089258,-4.94711774379,-10.926033601,-3.89170837578,-3.68745624612,-5.71066285244,-1.03402621288,-0.440614201114,-0.140641478407,-1.61765501689,-0.793093081904,-1.78123522972,27.1045085355,1.17787329626,1.51968012951,1.4909966364,1.42324432387,-5.31152326741,-3.33825724455,-3.91137140278,-3.09737825612,68.0675948628
23,1202.81105518,1.0,29,45.1768937941,40.5022696205,44.6364695454,46.2730500508,44.2638647229,34.3301396509,-4.94560352543,-10.7166999503,-3.88979183984,-3.68701581096,-5.69739391645,-1.0352233583,-0.447456795619,0.0,-1.61031141063,-0.79743107716,-1.78822304808,27.1061195892,1.17751460232,1.52016273172,1.49101213212,1.42324420609,-5.12426776679,-3.34231711551,-3.91257510609,-3.09958111981,67.6863502481
24,1282.71269952,1.0,29,45.7588723109,42.5741021234,45.2346290184,46.8544103302,44.6941742527,36.1364215524,-4.98266757158,-9.4666884184,-3.92305162832,-3.73479646247,-5.64872308431,-1.04500867986,-0.467112604577,0.0,-1.60959035389,-0.805382395943,-1.81234953927,27.1583609333,1.17676952772,1.52189703339,1.49111519375,1.42324350817,-4.13380645292,-3.44149281646,-3.90930788397,-3.1528764558,59.5462981384
25,1206.8483084,1.0,29,45.2062998803,40.6069547307,44.6666932195,46.3024248988,44.2856073109,34.421407077,-4.94747628964,-10.6535396346,-3.89147238332,-3.68943006152,-5.69493468704,-1.03571778894,-0.448449960135,0.0,-1.61027497723,-0.797832839697,-1.78944210627,27.1087592287,1.17747695535,1.52025036215,1.4910173396,1.42324417082,-5.07422194908,-3.34732824415,-3.91241002059,-3.10227401516,67.2750514338
26,1174.10191192,1.0,29,44.9363026377,39.5701736613,44.3543505646,46.0333232373,44.0662260674,33.5726576739,-4.95250330842,-11.2420305281,-3.89760700372,-3.69151030383,-5.73274761819,-1.03239634818,-0.428859468617,-0.409407997653,-1.6316402046,-0.785337735083,-1.76950354622,27.1049420893,1.17850866927,1.51887447483,1.49097395303,1.42324450204,-5.60277880189,-3.33716658325,-3.90885145862,-3.09675172017,68.2488839086
27,1235.87054298,1.0,29,45.4176887343,41.3594950495,44.8839593932,46.5135891939,44.4419062734,35.0774929122,-4.96093885916,-10.1995048247,-3.90355315327,-3.70678516463,-5.67725624852,-1.03927205744,-0.455589431458,0.0,-1.61001307176,-0.800720953463,-1.7982054389,27.1277345646,1.177206326,1.520880303,1.4910547741,1.42324391733,-4.71446213653,-3.38335128824,-3.91122328548,-3.12163218677,64.3183851006
28,1168.34223782,1.0,29,44.8873492857,39.3790882825,44.296288126,45.9845572759,44.0256385518,33.4183282957,-4.95432780311,-11.349082389,-3.89960531144,-3.69288371725,-5.74022938485,-1.03184419076,-0.424877259044,-0.500459376849,-1.63637803665,-0.782710417416,-1.76552914508,27.1050889665,1.17872391777,1.51860153916,1.49096626848,1.4232445624,-5.70144889736,-3.33679709447,-3.90799776451,-3.09653946546,68.3103001062
29,1135.52703009,1.0,29,44.6084421136,38.2903971004,43.9654827796,45.7067177443,43.7943949547,32.5390510104,-4.964722692,-11.9590004148,-3.91099048389,-3.70070861257,-5.78285605484,-1.02869832519,-0.402188990193,-1.01921614553,-1.66337139432,-0.76774151925,-1.74288536401,27.1059257857,1.17995027606,1.51704651355,1.49092248642,1.42324490629,-6.26361259376,-3.33469196646,-3.90313392173,-3.09533016393,68.6602131825
30,1482.65723624,1.0,29,46.1724074304,45.5467049499,45.4727300221,47.2588567358,44.6030976373,37.6112711045,-5.36512259962,-7.32167435699,-4.28420189937,-4.21631118656,-5.63376481754,-1.03547019803,-0.513539458744,0.0,-1.45285646974,-0.770673507547,-1.81477817655,27.5187270137,1.17613251732,1.52475194083,1.49129611286,1.42329410737,-3.36312400557,-4.65097819572,-4.68338016272,-3.43271717601,66.1122972249
31,1092.96417204,1.0,29,44.2342459772,36.825538641,43.5240411418,45.3338465268,43.483155364,31.4413996726,-4.97825977133,-12.7656004206,-3.92565787623,-3.71122436177,-5.8389368966,-0.994282001259,-0.384085095564,-1.58784567409,-1.69310784706,-0.749100296561,-1.65119873067,27.1043688889,1.18249687986,1.51466115773,1.49086031059,1.42324530825,-7.02456678269,-3.33240392597,-3.89674896725,-3.09401604741,69.1140667959
32,1274.55573921,1.0,29,45.6994595704,42.3625938919,45.1735644043,46.795060704,44.6502450221,35.9520227218,-4.97888379522,-9.59429898932,-3.91965621916,-3.7299186545,-5.65369176861,-1.0440097207,-0.465105991886,0.0,-1.60966396478,-0.804570665568,-1.80988652574,27.1530277443,1.17684559053,1.52171998284,1.49110467244,1.42324357942,-4.23492018708,-3.43136821561,-3.90964142656,-3.14743566739,60.3772958297
33,1231.87109652,1.0,29,45.3885580208,41.2557902606,44.854018748,46.484489426,44.4203672934,34.9870801578,-4.95908363241,-10.2620736771,-3.90188834719,-3.70439352227,-5.67969244853,-1.03878225689,-0.454605567407,0.0,-1.61004916398,-0.800322953222,-1.79699779655,27.125119644,1.17724362043,1.52079349319,1.49104961539,1.42324395226,-4.76403930134,-3.37838708621,-3.91138682504,-3.11896450897,64.7258323166
34,1250.22542188,1.0,29,45.52224517,41.7317139811,44.9914228487,46.618034559,44.5192143344,35.4020038553,-4.96759766949,-9.97493167204,-3.90952850258,-3.71536928667,-5.66851219941,-1.04103005763,-0.459120732468,0.0,-1.60988352896,-0.802149462466,-1.80253992867,27.1371200807,1.17707246823,1.5211918822,1.49107328983,1.42324379194,-4.5365189623,-3.40116888373,-3.91063630659,-3.13120705974,62.8559688602
35,1204.03363505,1.0,29,45.1857986825,40.5339708543,44.6456220195,46.2819454795,44.2704489149,34.357777679,-4.94617064464,-10.6975734486,-3.89030074986,-3.68774690559,-5.69664920112,-1.03537308409,-0.447757550335,0.0,-1.6103003777,-0.797552740768,-1.78859220897,27.1069189371,1.17750320189,1.52018926838,1.49101370907,1.42324419541,-5.10911265861,-3.34383460888,-3.91252511413,-3.10039659495,67.5617988209
36,1317.55659523,1.0,29,45.9616383551,43.3105799217,45.3944752853,47.0577007457,44.81034598,36.6873410058,-5.03882057002,-9.01686082989,-3.97788637926,-3.79735922456,-5.64727402538,-1.04686820331,-0.469096017195,0.0,-1.59795825067,-0.805767184385,-1.8186477848,27.1941657489,1.17654344706,1.52256693619,1.49115973984,1.42324404663,-3.83341002337,-3.56466178247,-3.93911789778,-3.19946817778,58.9613767109
37,1381.37506628,1.0,29,46.2409919854,44.3582702403,45.5050892184,47.3394466927,44.8942098931,37.2693694962,-5.21378805881,-8.36481736744,-4.15105392269,-3.98719809515,-5.6802844198,-1.04593181686,-0.46084720963,0.0,-1.55624247509,-0.800912488325,-1.8225674354,27.2832309435,1.17630761331,1.52363808055,1.4912406115,1.42324655279,-3.52042463063,-3.93438482172,-4.05004726297,-3.32691500455,63.2370180742
38,1198.9187654,1.0,29,45.1472291838,40.3935080671,44.6045256627,46.2434423688,44.2411065227,34.2376205698,-4.94464206199,-10.7807734668,-3.88899684471,-3.68559264266,-5.70051074094,-1.03477544283,-0.446017715749,-0.0170926166475,-1.61122618778,-0.796658125181,-1.78662814899,27.1043092358,1.17758122264,1.52005047965,1.49100706368,1.42324424197,-5.17763646534,-3.33875860893,-3.91252979199,-3.09766626745,67.9842583843
39,1038.31595586,1.0,29,43.6731459112,34.6025949781,42.8770481995,44.774059491,43.010244043,30.3096406453,-4.99599342045,-13.9017677613,-3.94384351989,-3.72710202048,-5.9160764801,-0.753419407496,-0.434255454648,-1.64223982695,-1.6970876154,-0.73018494298,-1.12946802556,27.0852394484,1.191964241,1.50920999575,1.49074554603,1.42324553863,-8.20776327817,-3.33233443812,-3.88805624258,-3.09397814933,69.6967882462
40,1145.52830161,1.0,29,44.6934461879,38.6222035055,44.0663041462,45.7913964279,43.8648723389,32.8070331894,-4.96155458449,-11.7731123403,-3.9075205622,-3.69832377615,-5.76986448995,-1.02965710796,-0.409103818796,-0.86111178923,-1.65514448009,-0.772303672752,-1.74978663382,27.1056707437,1.17957651209,1.51752044727,1.49093583012,1.42324480148,-6.09227886913,-3.33533355791,-3.90461630187,-3.09569872941,68.5535682479
41,1203.70863105,1.0,29,45.1834314552,40.5255435702,44.6431889754,46.2795807669,44.268698609,34.3504305355,-4.94601988474,-10.7026579341,-3.89016546398,-3.68755255535,-5.69684717221,-1.0353332818,-0.447677599332,0.0,-1.61030331063,-0.797520398374,-1.78849407324,27.1067064428,1.17750623252,1.52018221402,1.49101328987,1.42324419825,-5.11314141041,-3.34343120667,-3.91253840372,-3.10017981346,67.5949088971
42,1225.32577648,1.0,29,45.3408839625,41.0860715156,44.8050191909,46.436866012,44.3851175359,34.8391145781,-4.95604744904,-10.3644711383,-3.899163798,-3.70047946445,-5.68367942747,-1.03798067061,-0.452995418313,0.0,-1.61010823094,-0.799671603346,-1.79502142163,27.1208401786,1.17730465486,1.52065142403,1.49104117287,1.42324400943,-4.84517513201,-3.37026288916,-3.91165446677,-3.11459870357,65.3926427012
43,1004.22432254,1.0,29,43.3231103741,33.2158382725,42.4734294232,44.424843072,42.7152239952,29.603606369,-5.00705634446,-14.6105521109,-3.95518841527,-3.73700710716,-5.96419908279,-0.603160171249,-0.465553630592,-1.6761729659,-1.69957034609,-0.718384826831,-0.803992591404,27.0733057767,1.19787034055,1.50580935382,1.49067395154,1.42324568234,-8.94588620113,-3.33229108896,-3.8826333907,-3.09395450706,70.0603120243
44,1329.73795718,1.0,29,46.0149600287,43.5105579965,45.4155887394,47.1114790531,44.8263535192,36.7984357968,-5.07221752038,-8.89240191872,-4.01093976473,-3.83359475255,-5.65357489025,-1.04668947038,-0.467521524593,0.0,-1.58999574463,-0.804840543416,-1.8193959488,27.2111660837,1.17649843225,1.52277139106,1.49117517623,1.42324452499,-3.7736688812,-3.63523273296,-3.96029155998,-3.22379461337,59.777490512
45,1102.35733615,1.0,29,44.3265220474,37.1899453341,43.6311039092,45.4258768517,43.5606533491,31.6502753342,-4.97522987166,-12.5755070788,-3.92249864464,-3.70861803631,-5.82594319934,-1.0255184764,-0.379255631367,-1.54357678308,-1.69065634767,-0.752610919594,-1.71999697354,27.1067716446,1.18118988208,1.51547468979,1.49087823142,1.42324525389,-6.83184906227,-3.33256409781,-3.8982175373,-3.09410779893,69.0139061941
46,1294.6335796,1.0,29,45.8457002625,42.8832079876,45.3238710786,46.9411460443,44.7583740366,36.4059087466,-4.98819732073,-9.28019366355,-3.92801380342,-3.74192506942,-5.64146166737,-1.04646859531,-0.470045141741,0.0,-1.60948277624,-0.806568688397,-1.81594907731,27.1661550507,1.17665836674,1.52215578153,1.49113056997,1.42324340405,-3.98603514425,-3.45628927838,-3.90882043264,-3.16082782294,58.3318477242
47,1241.34968612,1.0,29,45.4575970946,41.5015680563,44.9249773398,46.5534551594,44.4714141457,35.2013561592,-4.96348047412,-10.1137870378,-3.90583389659,-3.71006165576,-5.67391871449,-1.03994307214,-0.456937300978,0.0,-1.6099636263,-0.801266203992,-1.79985987918,27.1313169415,1.17715523356,1.5209992303,1.49106184141,1.42324386947,-4.64654264166,-3.39015212278,-3.9109992403,-3.12528683966,63.7601924486
48,1452.96086729,1.0,29,46.2263382779,45.229585452,45.4959536855,47.3173516149,44.716479082,37.549461706,-5.32909789089,-7.62807852378,-4.25452237504,-4.15390215329,-5.65393913219,-1.03913057629,-0.4937437561,0.0,-1.48562616657,-0.781028486437,-1.81798761096,27.4434585819,1.17617069697,1.52446407295,1.49128465225,1.42327728515,-3.38682090046,-4.4322924681,-4.46747286493,-3.40806837006,65.5275955275
49,1146.4566174,1.0,29,44.7013362471,38.653001702,44.075662363,45.7992562845,43.8714140339,32.8319072355,-4.96126052146,-11.7558582507,-3.90719848484,-3.69810241616,-5.7686586158,-1.02974610196,-0.409745651645,-0.846436578137,-1.65438085975,-0.772727130823,-1.75042720815,27.1056470707,1.1795418194,1.51756443769,1.49093706868,1.42324479175,-6.07637571102,-3.33539311029,-3.90475389607,-3.09573293958,68.5436694888
50,1142.84512188,1.0,29,44.6706409668,38.5331852024,44.0392554008,45.7686785038,43.8459643942,32.735137896,-4.9624045366,-11.8229831105,-3.90845148618,-3.69896358927,-5.77334991713,-1.02939988201,-0.407248681887,-0.903528636219,-1.6573516284,-0.771079720601,-1.74793513452,27.1057391673,1.17967678693,1.5173932985,1.49093225022,1.4232448296,-6.13824494212,-3.33516142928,-3.90421860321,-3.09559984924,68.5821793626
51,1230.78302254,1.0,29,45.3806328312,41.2275767356,44.8458732116,46.4765726553,44.4145074815,34.9624828124,-4.95857890658,-10.2790959178,-3.90143542647,-3.70374286127,-5.68035523171,-1.03864900364,-0.454337901147,0.0,-1.61005898309,-0.800214674811,-1.79666925003,27.1244082387,1.17725376661,1.52076987604,1.49104821194,1.42324396176,-4.77752707364,-3.37703654454,-3.91143131698,-3.11823875084,64.8366808353
52,1251.63891474,1.0,29,45.5325406086,41.7683655477,45.0020045351,46.6283190607,44.5268266864,35.4339577229,-4.96825334766,-9.95281845542,-3.91011688188,-3.71621454599,-5.66765119243,-1.04120316398,-0.459468451789,0.0,-1.60987077317,-0.802290124556,-1.80296673619,27.1380442515,1.17705928756,1.5212225627,1.49107511304,1.42324377959,-4.51899729547,-3.40292334255,-3.9105785081,-3.13214987609,62.7119680002
53,1255.17998723,1.0,29,45.55833267,41.860184798,45.0285137024,46.6540837231,44.545897098,35.5140083302,-4.96989594808,-9.89742057864,-3.91159088561,-3.71833208377,-5.66549420372,-1.04163682881,-0.460339555819,0.0,-1.60983881746,-0.802642510247,-1.80403597143,27.1403594778,1.17702626742,1.5212994233,1.49107968051,1.42324374866,-4.47510213737,-3.40731860061,-3.9104337117,-3.13451181306,62.3512180453
54,1120.97060589,1.0,29,44.4847223084,37.8074670271,43.8187415799,45.5834715313,43.6918181275,32.1490143767,-4.96933373739,-12.2295525803,-3.91604080693,-3.70417964029,-5.80176472352,-1.02730285775,-0.392124752034,-1.24933029399,-1.67534531714,-0.761101499374,-1.73284086008,27.1062969884,1.18049427357,1.51635672324,1.49090306524,1.42324505883,-6.51298152367,-3.33375815746,-3.90097638065,-3.09479373259,68.8154303372
55,1212.36504116,1.0,29,45.2464820315,40.7500024281,44.7079925694,46.3425643644,44.3153176217,34.5461200867,-4.95003534133,-10.5672337816,-3.89376877367,-3.69272903099,-5.6915742559,-1.03639340712,-0.449807076702,0.0,-1.61022519255,-0.798381830913,-1.79110789683,27.1123661824,1.17742551238,1.52037010535,1.49102445539,1.42324412264,-5.00583649313,-3.35417573575,-3.91218443836,-3.10595374076,66.7130293062
56,1380.70453933,1.0,29,46.2380568769,44.3472623836,45.5039270216,47.3364864487,44.893328753,37.2632542481,-5.21194971305,-8.37166824779,-4.14923448857,-3.98520349898,-5.67993758668,-1.04594165527,-0.460933878077,0.0,-1.55668077377,-0.800963495572,-1.82252625248,27.2822951547,1.17631009116,1.52362682627,1.4912397618,1.42324652646,-3.5237131008,-3.9305002213,-4.048881752,-3.32557594817,63.1920948304
57,1028.72083035,1.0,29,43.5746280467,34.212290867,42.7634492769,44.6757721682,42.927210345,30.110926567,-4.99910709187,-14.1012558506,-3.94703655244,-3.72988981738,-5.92962063647,-0.71112878983,-0.443064358683,-1.65179034405,-1.69778638253,-0.726863788068,-1.03786262752,27.0818807041,1.19362651884,1.50825288156,1.49072539569,1.42324557908,-8.41550873932,-3.33232223745,-3.8865299753,-3.09397149519,69.7991023901
58,1442.11610906,1.0,29,46.2460331775,45.1137772099,45.5044346892,47.3387132441,44.7578846275,37.526889654,-5.31594209877,-7.7399736553,-4.24368376826,-4.1311111219,-5.66130655025,-1.04046730259,-0.486514602612,0.0,-1.49759326733,-0.784810000693,-1.81915965797,27.4159714522,1.17618463972,1.52435894705,1.49128046698,1.42327114187,-3.39547472263,-4.35243105985,-4.38862610598,-3.39906692137,65.3140694714
59,1252.49686019,1.0,29,45.5387896142,41.7906118893,45.008427284,46.634561428,44.5314471433,35.4533527098,-4.96865132357,-9.9393964324,-3.9104740095,-3.71672759166,-5.66712858843,-1.04130823406,-0.459679506418,0.0,-1.60986303081,-0.802375501995,-1.80322579485,27.1386051939,1.17705128731,1.5212411848,1.49107621966,1.4232437721,-4.50836219795,-3.40398824355,-3.91054342623,-3.13272213579,62.6245640331
60,1147.03132304,1.0,29,44.7062208581,38.6720683788,44.0814558871,45.8041221974,43.875463894,32.8473063643,-4.96107847168,-11.7451765165,-3.90699909184,-3.6979653757,-5.76791207817,-1.02980119674,-0.410143000218,-0.837351386885,-1.65390811447,-0.772989287022,-1.75082377759,27.1056324152,1.17952034171,1.51759167146,1.49093783545,1.42324478573,-6.06653031718,-3.33542997822,-3.90483907846,-3.09575411855,68.5375413235
61,1225.45112539,1.0,29,45.3417969646,41.0893217858,44.8059575776,46.4377780442,44.3857926012,34.8419482551,-4.95610559475,-10.3625101326,-3.89921597563,-3.70055442226,-5.68360307315,-1.03799602173,-0.453026254151,0.0,-1.61010709975,-0.799684077295,-1.79505927103,27.1209221343,1.177303486,1.52065414478,1.49104133456,1.42324400834,-4.84362130615,-3.37041847501,-3.91164934118,-3.11468231276,65.3798726685
