Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution,kzz
1133.88890245,1,29,44.6201253569,39.6196358294,43.9152267826,45.7195124192,43.7898050742,33.5521577595,-4.99842103193,-10.6870811843,-3.94525306501,-3.73388040118,-5.80784009216,-0.724116110321,-0.532217403029,-1.10440014111,-1.66606137476,-0.764168895396,-1.12065125764,27.0224294211,1.18025934167,1.5164948131,1.49093837794,1.42324510264,-4.90863737798,-3.37100131128,-3.87598323245,-3.11519419931,91.9548297702,1
1140.9267406,1,29,44.6794759131,39.8296340747,43.9792735246,45.7787643787,43.8354205403,33.7381301972,-5.0005833049,-10.5766195392,-3.94726857412,-3.73655570557,-5.80223018949,-0.756988274033,-0.524047061047,-0.986831537198,-1.66024156085,-0.767680032003,-1.1899349268,27.0311405886,1.17997825425,1.51685045816,1.49095094063,1.423245057,-4.81152362832,-3.37822088537,-3.87731981061,-3.11913348114,92.7535425003,1
1098.76408881,1,29,44.3213041358,38.5600732043,43.5921998314,45.4211903461,43.5591373278,32.6191191578,-4.98826182332,-11.2446197488,-3.93580833323,-3.72121150532,-5.83652570048,-0.56619693632,-0.571751841836,-1.67065222623,-1.69415735461,-0.747053178446,-0.787062975041,26.9808789894,1.18182282344,1.5146661884,1.49087525591,1.42324532711,-5.40110992955,-3.33618893213,-3.86970066036,-3.09619776293,87.8866851201,1
1139.46932177,1,29,44.6671854034,39.7861469428,43.9660105132,45.7664942867,43.8259743385,33.699618409,-5.00013553426,-10.5994943024,-3.94685119582,-3.73600169468,-5.80339190671,-0.750180997531,-0.525739002517,-1.01117803297,-1.66144674718,-0.766952934209,-1.17558743519,27.0293366512,1.18003646277,1.51677681001,1.49094833911,1.42324506645,-4.83163426515,-3.37672583206,-3.87704302758,-3.11831772162,92.5881424236,1
1286.12606455,1,29,45.5508626423,43.1895582963,44.9143059568,46.6484018591,44.3455703507,36.3929316449,-5.12828789404,-8.76540024099,-4.06800721241,-3.88590280849,-5.76223279746,-1.04608946059,-0.478353720695,0,-1.60278263308,-0.804988419758,-1.812399329,27.2724468026,1.17654635768,1.52302456538,1.49119357196,1.42324425963,-3.5642360706,-3.78605031791,-4.13903348459,-3.29210453396,106.957838997,1
1262.72623048,1,29,45.4494619852,42.7555917124,44.8063228643,46.5472516107,44.3109923183,36.0957510382,-5.09852253379,-9.00558789388,-4.03979975626,-3.85142729994,-5.76030642613,-1.042507669,-0.47213581909,0,-1.60512173346,-0.802859140927,-1.80128153429,27.2267514413,1.17683775987,1.52215815283,1.49115629997,1.42324437217,-3.68164737252,-3.69171021541,-4.07097582106,-3.2540930666,104.920096871,1
1308.4327199,1,29,45.5820863281,43.5537820777,45.0000487927,46.6764693838,44.3164861633,36.6215404786,-5.13516951042,-8.51485462907,-4.06970092151,-3.90471870269,-5.75673171963,-1.04763041744,-0.481423371828,0,-1.5931900467,-0.805775565704,-1.8192398066,27.325856138,1.17635148671,1.52365777202,1.49122095629,1.42324465746,-3.48479547928,-3.88386805836,-4.26325652324,-3.32298158415,108.225562894,1
1222.58796598,1,29,45.2755271452,42.0111990182,44.621097024,46.3737463025,44.2516798373,35.5859904238,-5.04746533828,-9.41758720599,-3.9914148689,-3.79229068058,-5.75700207784,-1.03636374091,-0.461470111867,0,-1.60913404523,-0.799206740803,-1.78221092962,27.1483691549,1.17733760863,1.5206719758,1.49109236649,1.42324456521,-3.88304563362,-3.52988650436,-3.9542349719,-3.18889113711,101.424711724,1
1277.93814844,1,29,45.515381191,43.0377075622,44.876521223,46.6130080292,44.3334710329,36.2889441607,-5.11787259487,-8.84944512545,-4.05813704479,-3.87383936519,-5.76155873427,-1.04483614362,-0.476177993443,0,-1.6036011157,-0.804243356508,-1.80850906337,27.2564573822,1.17664832322,1.52272139599,1.49118052999,1.42324429901,-3.60531986149,-3.75303944945,-4.11521919439,-3.2788038112,106.244805669,1
1246.72258245,1,29,45.3801119026,42.458792665,44.7324709131,46.478072788,44.2873436608,35.8925028522,-5.07816536598,-9.16985737734,-4.02050807246,-3.82784876078,-5.7589889395,-1.04005800497,-0.467883262921,0,-1.60672149434,-0.801402881501,-1.79367783621,27.1954994045,1.17703705607,1.52156559472,1.49113080886,1.42324444914,-3.76194747824,-3.62718899743,-4.02442972638,-3.22809620941,103.526441358,1
1108.3203997,1,29,44.404504476,38.8567111074,43.6825446343,45.5042497406,43.6240838474,32.8765189218,-4.99056548293,-11.088388918,-3.93793070986,-3.72416100636,-5.82822089786,-0.604691367857,-0.561900298126,-1.53152749319,-1.68720478912,-0.751412917763,-0.868943325685,26.9907817039,1.18128053373,1.51520275275,1.49089273761,1.42324526848,-5.26145213775,-3.34477256092,-3.87112743704,-3.10088276785,89.0531022497,1
1214.86800802,1,29,45.24207354,41.8680269011,44.5854717742,46.3403753109,44.2402720232,35.4879460622,-5.03764529728,-9.49682873301,-3.98210880394,-3.78091669066,-5.75636653891,-1.03518205388,-0.459418732406,0,-1.6099057497,-0.798504259622,-1.77854300157,27.1332935665,1.1774337466,1.52038613324,1.4910800699,1.42324460234,-3.92178139186,-3.49876228257,-3.93178172287,-3.17635058108,100.752429882,1
995.932027377,1,29,43.228088961,34.5007506422,42.3672880166,44.3299881715,42.6346436102,29.5276784286,-5.00967694543,-13.3988354778,-3.9578384133,-3.7394408459,-5.9759238682,-0.595953238227,-0.584235649895,-1.68155287422,-1.69999412636,-0.72173763042,-0.776752944618,27.009491573,1.20120565383,1.50462697534,1.49065023546,1.42324570559,-7.49301182741,-3.33232165814,-3.88155089202,-3.09397243228,69.2916078131,1
1145.37374404,1,29,44.7169777883,39.9623258048,44.0197427818,45.8162039536,43.864243615,33.8556407244,-5.00194958176,-10.5068220665,-3.9485421152,-3.73824615192,-5.79868545658,-0.777759229845,-0.518884461658,-0.912543385738,-1.65656419118,-0.769898616212,-1.23371324463,27.0366449198,1.17980064336,1.51707517984,1.49095887863,1.42324502815,-4.75016029913,-3.38278272242,-3.87816435513,-3.12162259776,93.258225641,1
1175.15020507,1,29,44.9680846608,40.850809518,44.2907187945,46.0668936723,44.057238555,34.6424734038,-5.01109796448,-10.0394687679,-3.95706955324,-3.74956512449,-5.77495046228,-0.916838401833,-0.484316478616,-0.415121182967,-1.63194108126,-0.784753919816,-1.52684622559,27.0735010873,1.17861138774,1.51857988214,1.49101203025,1.42324483502,-4.33928074736,-3.41332809189,-3.88381929723,-3.13828934534,96.6375074595,1
1054.61543101,1,29,43.8557146142,36.832222149,43.0697254135,44.9564717509,43.1655508356,31.278272338,-4.99728728835,-12.160480032,-3.94511146821,-3.72883253512,-5.89627221779,-0.579352809424,-0.57861948527,-1.67531966599,-1.69673503302,-0.739596656178,-0.788114470957,26.9950232503,1.18932354372,1.51051865813,1.49078132254,1.42324549387,-6.28865553828,-3.33446093969,-3.87517951675,-3.0952034094,79.9511942461,1
1212.33976819,1,29,45.2311176854,41.8211388934,44.573804719,46.3294465118,44.2365360327,35.4558371233,-5.03442929289,-9.52277985673,-3.97906112362,-3.77719177734,-5.75615840372,-1.03479505848,-0.458746917964,0,-1.61015847828,-0.798274201258,-1.77734177718,27.1283564019,1.17746523121,1.52029252152,1.49107604284,1.4232446145,-3.93446711981,-3.48856928704,-3.9244284188,-3.17224362437,100.53226162,1
1029.43798169,1,29,43.5901945018,35.8468494437,42.7717645279,44.6914483173,42.941093186,30.5136035003,-5.00243440267,-12.682784152,-3.95041693436,-3.73317871689,-5.93034493906,-0.586855445853,-0.582536019841,-1.67798145083,-1.69820505205,-0.735344291082,-0.788714126449,27.0030895525,1.19360111442,1.50815337143,1.49072775347,1.42324558897,-6.7948121395,-3.33347548635,-3.87830404274,-3.09463634152,75.425679106,1
1262.15680037,1,29,45.4469944212,42.7450312256,44.8036951181,46.5447901404,44.310150869,36.0885192098,-5.09779819992,-9.0114328106,-4.03911333366,-3.85058834559,-5.76025954829,-1.04242050685,-0.471984507744,0,-1.60517865498,-0.802807325369,-1.80101098506,27.2256394542,1.17684485108,1.52213706886,1.49115539297,1.42324437491,-3.68450455221,-3.68941446857,-4.06931965193,-3.25316806542,104.870508839,1
1145.10618886,1,29,44.7147214777,39.9543423705,44.0173079379,45.8139513913,43.8625094668,33.8485706713,-5.00186737933,-10.5110214505,-3.94846549225,-3.73814444576,-5.79889872641,-0.776509539594,-0.519195070866,-0.917012952736,-1.65678544114,-0.769765134485,-1.23107931013,27.0363137502,1.17981132937,1.5170616594,1.49095840104,1.42324502989,-4.75385224066,-3.38250825824,-3.87811354287,-3.12147283937,93.2278612415,1
1244.62426463,1,29,45.3710190686,42.4198778668,44.7227878167,46.4690024088,44.2842429678,35.8658539724,-5.07549623654,-9.19139556572,-4.01797864392,-3.82475726133,-5.75881619728,-1.03973681735,-0.467325689147,0,-1.60693124694,-0.80121194409,-1.79268087757,27.1914017946,1.17706318678,1.52148790148,1.4911274666,1.42324445923,-3.77247602419,-3.61872929987,-4.01832683658,-3.22468763226,103.343712258,1
1185.07012668,1,29,45.0517400181,41.1468046925,44.3809934849,46.1504100563,44.1215341296,34.9046038996,-5.01414571549,-9.88377168639,-3.95991043875,-3.75333599976,-5.76704323374,-0.963172131054,-0.472800278577,-0.249406753395,-1.62373798017,-0.789702911134,-1.62450243084,27.0857795878,1.17821519148,1.51908116834,1.49102973753,1.42324477068,-4.20239769276,-3.42350417259,-3.88570322099,-3.14384181275,97.7633031232,1
1136.94007352,1,29,44.645856085,39.7106780724,43.9429934862,45.7452004019,43.8095811173,33.6327838992,-4.99935845968,-10.6391918511,-3.94612686503,-3.7350402476,-5.80540798554,-0.738367446141,-0.528675248385,-1.05342967044,-1.66353826362,-0.765691106934,-1.15068836882,27.0262060442,1.18013747956,1.51664899879,1.49094382434,1.42324508285,-4.86653486622,-3.37413127181,-3.87656269002,-3.11690202812,92.3011021799,1
1099.31091056,1,29,44.3270708905,38.5814742296,43.5986711578,45.4269463136,43.5640122587,32.6357267795,-4.98815003463,-11.2332759764,-3.93569310534,-3.72111711185,-5.83578568489,-0.566033988726,-0.571666779752,-1.6705944157,-1.6941254277,-0.747145534336,-0.787049951297,26.9807037997,1.18172992012,1.51471755937,1.49087641936,1.42324532505,-5.39011686046,-3.33621033491,-3.86963279968,-3.09621007891,87.9849734768,1
1140.45376815,1,29,44.6754873051,39.8155213059,43.9749693131,45.7747823968,43.8323549884,33.7256320641,-5.00043799103,-10.5840430282,-3.9471331234,-3.73637591382,-5.80260719864,-0.754779125824,-0.524596142528,-0.99473264383,-1.66063267692,-0.767444068797,-1.18527877167,27.0305551614,1.17999714451,1.51682655731,1.49095009636,1.42324506006,-4.81805008237,-3.3777356995,-3.87722998691,-3.11886874477,92.6998656322,1
1343.11527086,1,29,45.463235042,43.9935357726,45.0893752986,46.5452478975,44.1125471429,36.8370879676,-5.09088851534,-8.07010464575,-4.00788183276,-3.89803576253,-5.72940904881,-1.04523379951,-0.478885786097,0,-1.55944112821,-0.803820646569,-1.8202624865,27.4340909095,1.17626060723,1.52414927544,1.49124269478,1.42324656811,-3.44438027419,-4.05612589609,-4.60820634622,-3.35728184076,108.470407101,1
1143.72786079,1,29,44.7030979457,39.913215185,44.0047646795,45.8023471689,43.8535758887,33.8121488291,-5.00144390817,-10.5326548531,-3.94807076411,-3.73762049976,-5.79999739991,-0.770071678303,-0.52079519457,-0.940038220279,-1.65792522479,-0.769077494613,-1.21751042384,27.0346077084,1.17986637904,1.51699200796,1.49095594069,1.42324503883,-4.77287151956,-3.38109433803,-3.87785178022,-3.12070134924,93.0714370458,1
1257.97167398,1,29,45.4288586274,42.667415077,44.7843820372,46.5266991329,44.3039664903,36.0353676194,-5.09247458121,-9.05439105037,-4.0340683505,-3.84442230357,-5.75991501134,-1.04177989331,-0.470872418488,0,-1.60559700969,-0.802426497839,-1.79902253609,27.2174667098,1.17689696918,1.52198210853,1.49114872677,1.42324439504,-3.70550389501,-3.67254147492,-4.05714734668,-3.24636960718,104.506052907,1
1425.35833851,1,29,45.2542081606,44.973388578,45.2772594855,46.2712401058,43.6850716038,37.2916017249,-4.97574204893,-7.04458668812,-3.84656143477,-3.90108565971,-5.64395131046,-1.03664527889,-0.475658098278,0,-1.48624333501,-0.786754920991,-1.81720566876,27.6156264365,1.17610834447,1.5249760963,1.49128471039,1.42341732969,-3.37011498606,-4.46537480844,-5.36724110075,-3.42290639241,108.881909901,1
1352.84275965,1,29,45.4299005691,44.1168744262,45.1144288937,46.5084439283,44.0553479322,36.89754303,-5.07846893052,-7.94536467246,-3.99054330152,-3.89616138409,-5.72174580124,-1.04456161499,-0.478174064033,0,-1.5499754973,-0.803272346244,-1.82054931971,27.4644477459,1.17623511807,1.52428712844,1.49124879181,1.423247104,-3.4330449357,-4.10443941803,-4.70495515638,-3.36690210665,108.539079076,1
1248.52391498,1,29,45.3879177828,42.4921996593,44.7407835129,46.4858593916,44.2900054974,35.9153799842,-5.08045672033,-9.15136759531,-4.02267949847,-3.83050270502,-5.75913723266,-1.04033373333,-0.468361920521,0,-1.60654142906,-0.801566794596,-1.79453369037,27.1990170593,1.17701462376,1.52163229165,1.49113367808,1.42324444048,-3.75290908949,-3.63445135213,-4.029668844,-3.23102235377,103.683307905,1
1325.1382068,1,29,45.5248394259,43.7655975119,45.0430745429,46.6132641477,44.218255193,36.7253628807,-5.11384075683,-8.30063264089,-4.03992462338,-3.90149974196,-5.743571254,-1.04647604245,-0.48020109711,0,-1.576934261,-0.804833943041,-1.81973239914,27.3779894012,1.17630771294,1.52389451366,1.49123142703,1.42324557776,-3.46532875435,-3.96683920589,-4.42940793341,-3.33950293197,108.343496598,1
1156.13829974,1,29,44.8077560011,40.2835235593,44.1177039324,45.9068313601,43.9340136518,34.140090384,-5.00525683426,-10.3378681196,-3.95162488859,-3.74233809927,-5.79010496517,-0.828038055531,-0.50638771201,-0.732719161393,-1.64766263508,-0.77526899058,-1.33968441085,27.0499688762,1.17937071288,1.51761914817,1.49097809359,1.42324495833,-4.60162230408,-3.39382524794,-3.88020868602,-3.12764783133,94.479877446,1
1164.59348078,1,29,44.879059104,40.5358131324,44.194648981,45.9780160101,43.9888155691,34.3635156171,-5.00785456513,-10.2051607189,-3.95404629899,-3.74555218042,-5.78336529005,-0.867530310035,-0.49657195337,-0.591473538868,-1.64067077491,-0.779487231329,-1.42292104594,27.0604343767,1.17903301756,1.51804641622,1.49099318627,1.42324490349,-4.48495091758,-3.40249876453,-3.88181443626,-3.13238044102,95.4394421005,1
1161.18334603,1,29,44.8503012114,40.4340599665,44.1636155848,45.9493058918,43.9667129174,34.2734039866,-5.00680685105,-10.2586841285,-3.95306969829,-3.74425588059,-5.78608352874,-0.851602335398,-0.500530834842,-0.648440575096,-1.64349072462,-0.777785934898,-1.38935013364,27.056213442,1.17916921648,1.51787409092,1.49098709911,1.42324492561,-4.53200669872,-3.39900057092,-3.88116680676,-3.13047168985,95.0524314912,1
1148.06596144,1,29,44.7396814364,40.0426574236,44.044242884,45.838869885,43.8816931144,33.9267816378,-5.00277672623,-10.4645666526,-3.94931311741,-3.73926954873,-5.79653947407,-0.79033397361,-0.51575902222,-0.867569313392,-1.65433791033,-0.771241747852,-1.26021665324,27.0399772438,1.17969311766,1.51721122642,1.49096368429,1.42324501069,-4.71301091862,-3.38554446013,-3.87867564267,-3.12312950981,93.5637609873,1
1352.73337107,1,29,45.4302754254,44.1154874454,45.1141471583,46.5088578002,44.0559911549,36.8968631944,-5.07860859254,-7.9467674116,-3.99073827861,-3.89618246205,-5.7218319768,-1.04456917391,-0.478182067565,0,-1.55008194121,-0.803278512048,-1.82054609418,27.464106374,1.1762354047,1.52428557825,1.49124872325,1.42324709797,-3.43317240504,-4.1038961177,-4.70386718643,-3.36679392382,108.538306839,1
1064.69552343,1,29,43.9620187612,37.2267278758,43.1890176114,45.0625770466,43.2554151353,31.5844166365,-4.99522657969,-11.9513693419,-3.9429873615,-3.72709248936,-5.88263079705,-0.576349039357,-0.577051453896,-1.67425398865,-1.69614649335,-0.741299141313,-0.787874391721,26.9917938099,1.18761096723,1.5114656289,1.49080276956,1.4232454558,-6.08600970006,-3.3348554777,-3.87392857546,-3.09543044179,81.7630382618,1
1196.36803392,1,29,45.1470160199,41.4839168351,44.4838083175,46.2455277799,44.1947610631,35.2031471892,-5.01761683247,-9.70644657679,-3.96314595434,-3.75763069086,-5.75803760464,-1.01594212218,-0.459684352358,-0.0606727765417,-1.61439537859,-0.79533937149,-1.73572415141,27.0997637064,1.17776395923,1.51965208867,1.49104990454,1.42324469741,-4.04650008429,-3.43509382223,-3.88784884237,-3.15016557863,99.0454841214,1
1313.45422328,1,29,45.5648784781,43.6174516926,45.0129819057,46.6574705178,44.2869589097,36.6527484611,-5.12875829901,-8.45046162794,-4.06075046215,-3.90375111508,-5.75277581442,-1.04728342378,-0.481055968192,0,-1.58830371904,-0.805492523288,-1.81938787503,27.3415268789,1.17633832875,1.5237289342,1.49122410369,1.42324493409,-3.47894397519,-3.90880836091,-4.31319998626,-3.32794773715,108.261012593,1
1235.42907454,1,29,45.3311727041,42.2493465195,44.6803548209,46.4292544448,44.270655197,35.7490739918,-5.06379965165,-9.28577961641,-4.00689425245,-3.81120977832,-5.75805921112,-1.03832931786,-0.464882304846,0,-1.60785041895,-0.800375223473,-1.78831203309,27.1734453624,1.17717769608,1.52114743633,1.49111282021,1.42324450346,-3.8186139257,-3.5816574483,-3.99158292245,-3.20975066019,102.54296187,1
1409.19601047,1,29,45.2631900921,44.8085749521,45.25088885,46.3087067408,43.7443357283,37.2272396703,-5.00284173241,-7.23328239965,-3.88475671926,-3.89215567579,-5.66985629114,-1.03961389769,-0.47506258716,0,-1.49761657557,-0.795588286489,-1.82022302792,27.6130681983,1.1761103881,1.52496291606,1.49128065606,1.42331049084,-3.3751999026,-4.38460917522,-5.24406291238,-3.41693636373,108.875586956,1
1097.65781785,1,29,44.309637458,38.5167769516,43.5791077397,45.4095454919,43.5492748919,32.5855204037,-4.98848798217,-11.2675692491,-3.9360414499,-3.72140247203,-5.83802282045,-0.566526594369,-0.571923930295,-1.67076918229,-1.69422194572,-0.746866333943,-0.787089323281,26.9812334143,1.18201077545,1.51456226016,1.49087290214,1.42324533129,-5.42334992463,-3.33614563234,-3.86983794879,-3.09617284656,87.6878386875,1
1335.07613264,1,29,45.4907838205,43.8916043795,45.0686701282,46.5756639896,44.1598185784,36.7871257817,-5.10115249622,-8.17319413855,-4.02221100363,-3.89958481466,-5.73574222561,-1.0457893164,-0.479473978195,0,-1.56726385788,-0.804273781206,-1.82002543747,27.4090029542,1.17628167237,1.52403534887,1.49123765597,1.42324612524,-3.45374819583,-4.01619790556,-4.52824973324,-3.34933131532,108.41365417,1
1144.92976292,1,29,44.713233666,39.9490780923,44.0157024013,45.8124660513,43.8613659692,33.8439086769,-5.00181317504,-10.5137905252,-3.94841496707,-3.73807738069,-5.79903935658,-0.775685493592,-0.519399886639,-0.919960186111,-1.6569313334,-0.769677116607,-1.2293424932,27.0360953769,1.17981837572,1.51705274402,1.49095808611,1.42324503103,-4.75628670764,-3.38232727651,-3.87808003726,-3.12137408867,93.2078389504,1
1172.44754042,1,29,44.9452929103,40.7701661693,44.2661236187,46.0441397848,44.0397213422,34.5710564254,-5.01026761024,-10.0818881556,-3.95629555913,-3.74853775636,-5.77710477237,-0.904214861299,-0.487454046441,-0.460269778903,-1.63417600128,-0.783405576102,-1.5002399695,27.0701558321,1.1787193307,1.51844330763,1.49100720594,1.42324485255,-4.37657428746,-3.41055563715,-3.88330602562,-3.13677658566,96.3307864717,1
1043.32058345,1,29,43.7365997207,36.3901744121,42.9360572751,44.8375796724,43.0648569606,30.9352344932,-4.99959633367,-12.3947907177,-3.9474915517,-3.73078227434,-5.91155757048,-0.582718564774,-0.580376480602,-1.67651376845,-1.69739449779,-0.737689004021,-0.788383482217,26.9986418716,1.19124250335,1.50945756761,1.49075729094,1.42324553654,-6.51572229069,-3.33401885578,-3.87658120936,-3.09494901726,77.9210043338,1
1194.02482721,1,29,45.1272556021,41.4139991575,44.4624843323,46.2258001893,44.1795736625,35.1412287625,-5.01689691643,-9.74322413027,-3.96247490247,-3.75673996404,-5.75990538866,-1.00499752908,-0.462404619549,-0.0998165500463,-1.61633305132,-0.794170359258,-1.71265656225,27.0968633745,1.17785754563,1.51953367874,1.49104572186,1.4232447126,-4.07883353467,-3.4326901076,-3.88740383655,-3.14885401797,98.779557427,1
1229.95536556,1,29,45.3074529766,42.1478326892,44.6550953245,46.4055932932,44.2625666744,35.679557253,-5.0568369134,-9.34196451531,-4.00029594045,-3.8031452382,-5.75760859271,-1.03749146214,-0.463427808044,0,-1.60839758329,-0.799877140769,-1.78571134915,27.1627562649,1.17724586113,1.52094476437,1.49110410152,1.42324452978,-3.84607887675,-3.55958933174,-3.97566281623,-3.2008589856,102.066291509,1
1368.52375817,1,29,45.3761644167,44.3156999696,45.154816027,46.4491148457,43.9631411196,36.9949983718,-5.05844819389,-7.74428016057,-3.96259307836,-3.89313983084,-5.70939242039,-1.04347803373,-0.477026747097,0,-1.5347166214,-0.802388469965,-1.82101170329,27.5133838606,1.17619402879,1.52450935156,1.49125862042,1.42324796786,-3.4147720361,-4.18232223875,-4.86091708865,-3.38241025868,108.649780324,1
1193.72559395,1,29,45.1247321482,41.4050704983,44.459761207,46.2232809275,44.1776341942,35.1333216274,-5.01680498139,-9.74792071415,-3.96238920749,-3.75662621603,-5.76014390926,-1.00359987767,-0.462752004349,-0.104815306035,-1.61658049688,-0.794021073526,-1.70971077447,27.096492995,1.17786949684,1.5195185575,1.49104518773,1.42324471454,-4.08296259567,-3.43238314734,-3.88734700822,-3.14868652845,98.7455979352,1
1215.00442955,1,29,45.242664708,41.8705569356,44.5861013179,46.340965019,44.2404736139,35.4896786315,-5.03781882997,-9.49542843385,-3.98227325402,-3.78111768362,-5.75637776969,-1.0352029358,-0.459454982905,0,-1.6098921127,-0.798516673363,-1.77860781855,27.1335599714,1.17743204772,1.52039118444,1.4910802872,1.42324460169,-3.92109688145,-3.49931228739,-3.93217850051,-3.17657218875,100.764309962,1
1145.24484328,1,29,44.7158907596,39.9584796047,44.0185697407,45.8151187307,43.8634081499,33.8522345663,-5.00190997888,-10.5088452147,-3.94850520036,-3.73819715268,-5.79878820415,-0.777157163295,-0.519034104671,-0.914696700753,-1.65667078335,-0.76983430837,-1.2324442871,27.0364853714,1.17980579159,1.51706866606,1.49095864854,1.42324502899,-4.75193897548,-3.38265049309,-3.87813987517,-3.12155044827,93.2435969046,1
