Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution,kzz
0,1434.13781181,1,29,44.821368077,45.0634714852,45.2870067472,45.691046947,43.0942987291,37.3226037788,-4.70509701609,-6.48454875745,-3.51848739134,-3.7574434122,-5.59875640658,-1.0374403876,-0.484229786225,0,-1.50692623635,-0.745713407878,-1.8159818599,27.6306288995,1.17610101865,1.5250332264,1.49128706594,1.42357123,-3.36678590037,-4.51363860149,-5.99406293147,-3.42674291244,0,0
1,1128.41714245,1,29,43.1654075275,40.2118205935,43.766575167,44.1041727275,42.1580056565,34.1002141144,-4.47668464818,-8.9364760622,-3.39471083423,-3.24875204754,-5.59810329866,-1.02738550853,-0.484604584448,0,-1.63315431353,-0.774590161781,-1.75556785493,27.2742685329,1.17626320101,1.52476124158,1.49095681978,1.4232181562,-4.21952451612,-3.41806949519,-5.44389985361,-3.13990102072,0,0
2,1317.71744618,1,29,44.3032442304,43.6862627859,44.9826988805,45.1826042587,42.7941932972,36.6582397938,-4.5334366982,-7.27298547911,-3.37847343668,-3.44998769509,-5.62041672755,-1.05017195229,-0.447910515602,0,-1.58484026399,-0.798572457914,-1.82461381577,27.5585290938,1.17611009733,1.52501072484,1.49123118745,1.42317791924,-3.45877823503,-3.96506408138,-5.81444009135,-3.34266683353,0,0
3,1274.61633818,1,29,44.0880529298,43.0488493738,44.793206489,44.9654144061,42.6751808471,36.2634548265,-4.49686003605,-7.60875008719,-3.35856695727,-3.37123078872,-5.61359168478,-1.04856882766,-0.445285447244,0,-1.60920476415,-0.808365024125,-1.81918085236,27.5080916055,1.17612022427,1.52498898506,1.49118872403,1.4231687316,-3.54805027143,-3.79524623415,-5.73876847055,-3.29496908,0,0
4,1260.06968984,1,29,44.0090115074,42.8105854135,44.715041566,44.8872282848,42.6331893457,36.1022092851,-4.48799971953,-7.72734614187,-3.35593122589,-3.34965114354,-5.60773563789,-1.04723496417,-0.448643620694,0,-1.61355305991,-0.807454253348,-1.81578657381,27.4889474858,1.17612505959,1.5249788877,1.4911702375,1.4231731616,-3.58914932194,-3.74480832434,-5.7116933446,-3.27649042494,0,0
5,1226.38576851,1,29,43.8259848064,42.2588662609,44.5340444692,44.7061821016,42.5359546842,35.7288324077,-4.46748295184,-8.00196474005,-3.34982798024,-3.2996817586,-5.5941754955,-1.04414629716,-0.456419738438,0,-1.62362188464,-0.805345291168,-1.80792685182,27.4446177539,1.17613625614,1.52495550647,1.49112743045,1.4231834196,-3.68431744255,-3.62801533214,-5.64899873681,-3.23370162927,0,0
6,1366.43541328,1,29,44.5157020123,44.2957286048,45.128697559,45.4046614091,42.9199597861,36.970096644,-4.59149850567,-6.91877667864,-3.42056383014,-3.56300322061,-5.61108511497,-1.04817993285,-0.471241937081,0,-1.53870881984,-0.767275599208,-1.8232664632,27.6053603938,1.17610545196,1.52502205384,1.49125924753,1.42322443868,-3.4105073063,-4.19000339405,-5.89260347608,-3.38515767698,0,0
7,1209.07491281,1,29,43.7319236435,41.9753265108,44.4410263614,44.6131387673,42.485983804,35.5369463983,-4.45693896555,-8.1430968511,-3.34669139754,-3.27400147026,-5.58720666114,-1.04255896805,-0.460416044298,0,-1.62879645948,-0.804261452395,-1.80388758003,27.4218357986,1.17614201028,1.52494349038,1.49110543103,1.4231886914,-3.73322628506,-3.5679930261,-5.61677869633,-3.21171159253,0,0
8,1216.88150522,1,29,43.7743419487,42.103193053,44.4829742851,44.6550980673,42.5085189288,35.6234802988,-4.46169393577,-8.07945118933,-3.34810588698,-3.28558238501,-5.59034936248,-1.04327479814,-0.458613849679,0,-1.62646290663,-0.804750225896,-1.80570915079,27.4321096662,1.17613941537,1.52494890922,1.491115352,1.423186314,-3.7111701022,-3.59506099356,-5.6313088113,-3.22162833246,0,0
9,1101.170207,1,29,42.9685407858,39.5971465139,43.5284164326,43.9290084559,42.0431369685,33.5916327951,-4.48630450414,-9.21030222761,-3.41361458625,-3.24426551076,-5.60364150894,-1.02192669748,-0.493014159934,0,-1.63378052414,-0.763512502848,-1.7379816812,27.2226452166,1.17630818225,1.52469426903,1.49090464294,1.42322831958,-4.39486727712,-3.37298028592,-5.38452535386,-3.11695532735,0,0
