Temperature,Metallicity,Altitude,Degree,CO Degree,CH4 Degree,NH3 Degree,H2O Degree,Average shortest path length,Average clustering coefficient,CO clustering coefficient,CH4 clustering coefficient,NH3 clustering coefficient,H2O clustering coefficient,Average node betweenness centrality,CO node betweenness centrality,CH4 node betweenness centrality,NH3 node betweenness centrality,H2O node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CO neighbor degree,CH4 neighbor degree,NH3 neighbor degree,H2O neighbor degree,CO abundance,CH4 abundance,NH3 abundance,H2O abundance,Phi distribution,kzz
46,2053.2692132,1.0,29,48.2810645681,49.3224665951,45.8801154343,47.3819746207,45.9906581344,38.77211686,-6.71723929717,-5.83845000378,-6.20773086858,-6.51876086895,-6.75180163907,-0.95900678309,-0.757027071503,0.0,-1.42893321124,-0.853727820246,-1.75914848891,27.3170315505,1.17609446122,1.52514500768,1.49134346954,1.56356275134,-3.33327865068,-6.89742171232,-6.59870802844,-3.46881076439,28.8991252822,3
47,1977.01095691,1.0,29,47.9211513017,48.9651270048,45.8266065169,47.2703372003,45.51998219,38.6546855995,-6.6538113693,-5.87791412212,-5.95425897383,-6.36000929367,-6.65273256098,-0.964997934447,-0.743691828553,0.0,-1.42893321124,-0.821919816207,-1.76443621677,27.3099246624,1.17609462454,1.52511340175,1.49134070213,1.5560142224,-3.33322825029,-6.68124735531,-6.51226797549,-3.46852097346,28.8974355221,3
48,1941.61476545,1.0,29,47.7420117744,48.7852018854,45.8011291965,47.2328828716,45.293989535,38.5963807844,-6.60049266291,-5.89628013967,-5.82088163938,-6.24706541317,-6.58691761382,-0.971472193269,-0.740579206224,0.0,-1.42893321124,-0.818402431251,-1.77010306449,27.3033447746,1.17609472607,1.5251020937,1.49133923076,1.54858920134,-3.33325182409,-6.57321147261,-6.4505095943,-3.46838589274,28.8967912406,3
49,2007.94924723,1.0,29,48.0738452938,49.1178710179,45.8486692248,47.3076922848,45.7150941097,38.7044263833,-6.69273824201,-5.86187669397,-6.06578270172,-6.44610745441,-6.70388297826,-0.960526486441,-0.747401720954,0.0,-1.42893321124,-0.828610012727,-1.76051588033,27.3146209755,1.17609454406,1.52512436659,1.49134192813,1.56124342544,-3.33322274554,-6.77320263907,-6.55929230435,-3.46863885821,28.898043684,3
50,2044.85677531,1.0,29,48.2425998598,49.2844889058,45.8742782877,47.3681860945,45.9395070536,38.7595519359,-6.71269133249,-5.84279854138,-6.18138199318,-6.5052747084,-6.74290682309,-0.959288875315,-0.755240382968,0.0,-1.42893321124,-0.849065372006,-1.7594023085,27.3165840918,1.1760944766,1.52514117622,1.49134318342,1.5631322306,-3.33326827339,-6.87436376831,-6.59139155493,-3.46877885461,28.8989245124,3
51,2009.4135099,1.0,29,48.0805404323,49.1244813862,45.8496852342,47.3100923054,45.7239974288,38.7066134246,-6.69352985736,-5.86111979075,-6.07036896736,-6.44845484548,-6.70543120331,-0.960477385678,-0.747712710631,0.0,-1.42893321124,-0.829421554998,-1.76047170068,27.3146988598,1.17609454139,1.52512503349,1.49134197793,1.56131836156,-3.33322455181,-6.77721608764,-6.56056580428,-3.46864441241,28.8980786298,3
52,1973.61656921,1.0,29,47.9039723629,48.9478727301,45.8241633189,47.2667454435,45.498310178,38.6490943441,-6.64869826664,-5.87967536765,-5.9414684909,-6.34917831717,-6.64642110663,-0.965618796284,-0.743393337487,0.0,-1.42893321124,-0.821582509629,-1.76497965032,27.3092936711,1.17609463427,1.52511231734,1.49134056103,1.55530218534,-3.33323051094,-6.67088704095,-6.50634553355,-3.46850801962,28.8973737374,3
53,1885.66246545,1.0,29,47.4569848074,48.4912517618,45.7613196272,47.208740461,44.9648872345,38.5025400735,-6.485625521,-5.92462854995,-5.5914521493,-6.02096084288,-6.44753470258,-0.986101697089,-0.706486212921,0.0,-1.42893321124,-0.835717390621,-1.78260222549,27.2357848855,1.17609492115,1.52508554988,1.49133675802,1.52941347913,-3.33333898144,-6.39633918524,-6.31291053613,-3.4681262361,28.8941376814,3
54,1965.70434156,1.0,29,47.8639287124,48.9076534735,45.8184682893,47.2583731536,45.4477932929,38.6360612761,-6.63677975999,-5.88378078425,-5.91165421454,-6.32393159829,-6.63170927398,-0.967066008756,-0.742697562731,0.0,-1.42893321124,-0.820796256945,-1.76624637952,27.307822847,1.17609465697,1.52510978962,1.49134023213,1.55364244584,-3.33323578047,-6.64673742304,-6.49254047849,-3.46847782458,28.897229719,3
55,1891.0191545,1.0,29,47.4847873452,48.5220430345,45.7650020576,47.2013085233,44.9885766004,38.5119897262,-6.50512107517,-5.92210450955,-5.61858384227,-6.05582572012,-6.47070067874,-0.98347974995,-0.717856575012,0.0,-1.42893321124,-0.827703281727,-1.78042154586,27.2581359141,1.17609489287,1.52508676379,1.49133703557,1.53331632911,-3.33331677314,-6.41496608592,-6.33719189276,-3.46816391283,28.8948460842,3
